restaurant;address;country
Dano (CLOSED);254 5th Avenue;New York, NY, 10001
Danube;30 Hudson Street;New York, NY, 10013
Daphne's;233 East 14th Street;New York, NY, 10003
Darbar;152 East 46th Street;New York, NY, 10017
Darna;600 Columbus Avenue;New York, NY, 10025
Darna Restaurant;633 2nd Avenue;New York, NY, 10016
Dash Dogs;127 Rivington Street;New York, NY, 10002
David Bagel;228 1ST Avenue;New York, NY, 10009
David Burke At Bloomingdale's;1000 3rd Avenue;New York, NY, 10022
Dawat;210 East 58th Street;New York, NY, 10022
Dawgs On Park;178 East 7th Street at Avenue B;New York, NY, 10009
DeMarco's Pizzeria (CLOSED);146 West Houston Street;New York, NY, 10012
Dean & DeLuca;560 Broadway at Prince Street;New York, NY,
Dean & DeLuca;75 University Place at 10th Street;New York, NY, 10003
Dean Deluca;575 Broadway;New York, NY, 10012
Dean's;215 West 85th Street;New York, NY, 10024
Death & Company;433 East 6th Street;New York, NY, 10009
Deborah;43 Carmine Street;New York, NY, 10014
Degrezia;231 East 50th Street;New York, NY, 10022
Degustation;239 East 5th Street;New York, NY, 10003
Dekk;241 Church Street;New York, NY, 10013
Dekk;134 Reade Street;New York, NY, 10013
Del Frisco's;1221 5th Avenue;New York, NY, 10020
Del Posto;85 10th Avenue;New York, NY, 10011
Delectica Catering;564 3rd Avenue;New York, NY, 10016
Delegates' Diner;United Nations, 4th fl.;New York, NY, 10017
Deli on Madison;420 Madison Avenue;New York, NY, 10017
Delicia;322 West 11th Street;New York, NY, 10014
Delivery Com;110 East 59th Street;New York, NY, 10022
Delizia Pizzeria Restaurant;1374 1ST Avenue;New York, NY, 10021
Delmonico's;56 Beaver Street;New York, NY, 10004
Delphi Restaurant (CLOSED);109 West Broadway;New York, NY, 10013
Delta Grill;700 9th Avenue;New York, NY, 10036
Dennis Foy;313 Church Street;New York, NY, 10013
Dervish Restaurant;146 West 47TH Street;New York, NY, 10036
Dervish Turkish;146 West 47th Street;New York, NY, 10036
Desi Deli;724 10th Avenue;New York, NY, 10019
Destino;891 1st Avenue;New York, NY, 10022
Deux Amis;356 East 5th Street;New York, NY, 10022
Devin Tavern;363 Greenwich Street;New York, NY, 10013
Di Palo's Fine Foods;200 Grand Street at Mott Street;New York, NY, 10013
Diablo Royale;189 West 10th Street;New York, NY, 10014
Diamond Dairy Restaurant;4 West 47th Street;New York, NY, 10036
Dil-E-Punjab Deli;164 9th Avenue;New York, NY, 10011
Dim Sum Go Go;5 East Broadway;New York, NY, 10002
Dimple Indian Fast Food;11 West 30TH Street;New York, NY, 10001
Diner 24 (CLOSED);102 8th Avenue;New York, NY, 10011
Dinosaur Bar-B-Que;646 West 131st Street;New York, NY, 10027
Dishes;6 East 45th Street;New York, NY, 10017
Dishes;Grand Central lower level;New York, NY, 10017
District;Muse Hotel 130 West 46th Street;New York, NY, 10036
Ditch Plains;29 Bedford Street;New York, NY, 10014
Divertimento Bistro;432 East 13th Street;New York, NY, 10009
Divino;1556 2nd Avenue;New York, NY, 10028
Diwan;148 East 48th Street;New York, NY, 10017
Diwan-E-Khaas;26 South William Street;New York, NY, 10004
Dizzy's Club Coca-Cola;Frederick P. Rose Hall, Home of Jazz at Lincoln Center;New York, NY, 10019
Django;480 Lexington Avenue;New York, NY, 10167
Djerdan Burek;221 West 38th Street;New York, NY, 10018
Do Hwa;55 Carmine Street;New York, NY, 10014
Doc Watson's Restaurant And Pub;1150 Lexington Avenue;New York, NY, 10021
Docks Oyster Bar;633 3rd Avenue;New York, NY, 10017
Docks Oyster Bar;2427 Broadway;New York, NY, 10024
Dodo Cafe;45 Peck Slip;New York, NY, 10038
Dojo;14 West 4th Street;New York, NY, 10012
Dojo;24-26 St. Mark's Place;New York, NY, 10012
Dok Suni;119 1st Avenue;New York, NY, 10003
Dolcino Ristorante;517 2nd Avenue;New York, NY, 10016
Dom's Fine Foods;202 Lafayette Street;New York, NY, 10012
Domenico's;120 East 40th Street;New York, NY, 10016
Dominic;349 Greenwich Street;New York, NY, 10013
Dominick's Deli;1109 1st Avenue;New York, NY, 10021
Don Giovanni;214 10th Avenue;New York, NY, 10009
Don Pedro's;1865 2nd Avenue;New York, NY, 10029
Don Veitia;860 2nd Avenue;New York, NY, 10017
Don's Bogam Bbq & Wine Bar;17 East 32nd Street;New York, NY, 10016
Dona (CLOSED);208 East 52nd Street;New York, NY, 10022
Donguri;309 East 83rd Street;New York, NY, 10028
Doozo Japanese Restaurant;216 Thompson Street;New York, NY, 10012
Dos Caminos;373 Park Avenue South;New York, NY, 10016
Dos Caminos;475 West Broadway;New York, NY, 10012
Dos Caminos;825 3rd Avenue;New York, NY, 10022
Dosirak;30 East 13th Street;New York, NY, 10003
Dovetail;103 West 77th Street;New York, NY, 10024
Down The Hatch;179 West 4th Street;New York, NY, 10014
Downtown Cipriani;376 West Broadway;New York, NY, 10012
Doyers Vietnamese;11-13 Doyers Street;New York, NY, 10013
Dragon Gate;92-96 Elizabeth Street;New York, NY, 10013
Dragon Land Bakery;125 Walker Street;New York, NY, 10013
Dragon Palace Restaurant;202 Centre Street;New York, NY, 10013
Dragonfly (CLOSED);47-49 7th Avenue South;New York, NY, 10014
Duane Park;157 Duane St;New York, NY, 10013
Duane Park Cafe;157 Duane Street;New York, NY, 10013
Duane Park Patisserie;179 Duane Street;New York, NY, 10013
Dublin 6 Wine & Dine;575 Hudson Street;New York, NY, 10014
Due;1396 3rd Avenue;New York, NY, 10021
Duke's - Gramercy Park;99 East 19th Street;New York, NY, 10003
Duke's - Murray Hill;560 3rd Avenue;New York, NY, 10016
Dumonet At The Carlyle;35 East 76th Street at Madison Avenue;New York, NY, 10021
Dumpling House;118 A Eldridge Street south of Broom Street;New York, NY, 10002
Dumpling Man;100 St. Marks Place;New York, NY, 10009
Dunkin Donuts;761 7TH Avenue;New York, NY, 10019
Dylan Prime;62 Laight Street;New York, NY, 10013
Dévi;8 East 18th Street;New York, NY, 10003
E La Nave Va;119 St. Mark's Place;New York, NY, 10009
E.A.T.;1064 Madison Avenue;New York, NY, 10028
ESPN Sports Zone;1472 Broadway;New York, NY, 10036
Ear Inn;326 Spring Street;New York, NY, 10013
Earl's;560 3rd Avenue;New York, NY, 10016
Earth;116A 10th Avenue;New York, NY, 10011
Earthen Oven;53 West 72nd Street;New York, NY, 10023
East;366 3rd Avenue;New York, NY, 10016
East;253 West 55th Street;New York, NY, 10019
East;354 East 66th Street;New York, NY, 10021
East;210 East 44th Street;New York, NY, 10017
East 53 Teriyaki House;220 East 53rd Street;New York, NY, 10022
East Bay;491 1st Avenue;New York, NY, 10016
East Broadway Gourmet;40 East Broadway,;New York, NY, 10002
East Corner Wonton;70 East Broadway at Division Street;New York, NY, 10002
East River Cafe;1111 1st Avenue;New York, NY, 10021
East Side Bagel;1496 1st Avenue;New York, NY, 10021
East Village Meat Market;139 2nd Avenue;New York, NY, 10003
East Village Pizzeria;145 1St Avenue;New York, NY, 10003
East Village Sushi Park;121 2nd Avenue;New York, NY, 10003
East Village Thai;32 East 7th Street;New York, NY, 10003
East Village Yacht Club;42 East 1st Street;New York, NY, 10003
East of Eighth;254 West 23rd Street;New York, NY, 10011
Eastanah;212 Lafayette Street;New York, NY, 10012
Eastern King;1395 2nd Avenue;New York, NY, 10021
Eat Inn;42 Bowery;New York, NY, 10013
Eatery;798 9th Avenue;New York, NY, 10019
Ebisu Corporation;414 East 9TH Street;New York, NY, 10009
Ecco La;1660 3RD Avenue;New York, NY, 10128
Ecco, the Italian Saloon;124 Chambers Street;New York, NY, 10007
Ed's Lobster Bar;222 Lafayette Street;New York, NY, 10012
Eden Wok;127 West 72nd Street;New York, NY, 10023
Edgar's Cafe;255 West 84th Street;New York, NY, 10024
Edison Cafe;228 West 47th Street;New York, NY, 10036
Edo Japanese Restaurant;9 East 17th Street;New York, NY, 10003
Edward's;136 West Broadway;New York, NY, 10013
Eight Mile Creek;240 Mulberry Street;New York, NY, 10012
Eighty One;45 W 81st St;New York, NY, 10024
Eileen's Special Cheesecake;17 Cleveland Place;New York, NY, 10012
Eisenberg's Sandwich Shop;174 5th Avenue;New York, NY, 10010
Ej's Luncheonette;447 Amsterdam Avenue;New York, NY, 10024
Ej's Luncheonette;1271 3rd Avenue;New York, NY, 10021
Ej's Luncheonette;432 6th Avenue;New York, NY, 10011
El Azteca;783 9th Avenue;New York, NY, 10019
El Bocadito;79 Orchard Street;New York, NY, 10002
El Cantinero;86 University Place;New York, NY, 10003
El Castillo De Jagua;113 Rivington Street Streete 1;New York, NY, 10002
El Castillo De Jagua Restaurant;113 Rivington Street,;New York, NY, 10002
El Centro;824 9th Avenue;New York, NY, 10019
El Charro Espanol;4 Charles Street;New York, NY, 10014
El Charro Restaurant;4 Charles Street;New York, NY, 10014
El Cid;322 West 15th Street;New York, NY, 10011
El Cocotero;228 West 18th Street;New York, NY, 10011
El Deportivo;701 9th Avenue at 48th Street;New York, NY,
El Deportivo Restaurant;701 9TH Avenue;New York, NY, 10019
El Despertar;1875 Lexington Avenue;New York, NY, 10035
El Faro;823 Greenwich Sreet;New York, NY, 10014
El Maguey Y La Tuna;321 East Houston Street;New ork, NY, 10002
El Maguey Y La Tuna;321 East Houston Street;New York, NY, 10002
El Malecon;764 Amsterdam Avenue;New York, NY, 10025
El Nuevo Castillo;125 Avenue D;New York, NY,
El Papasito;370 West 52ND ST;New York, NY, 10019
El Parador;325 East 34th Street;New York, NY, 10016
El Paso Taqueria;1642 Lexington Avenue;New York, NY, 10029
El Paso Taqueria;64 East 97th Street;New York, NY, 10029
El Pote;718 2nd Avenue;New York, NY, 10016
El Quijote;226 West 23rd Street;New York, NY, 10011
El Quinto Pino;401 West 24th Street;New York, NY, 10011
El Rey De La Caridad Restaurant;973 Amsterdam Avenue;New York, NY, 10025
El Rey Del Sol;232 West 14th Street;New York, NY, 10011
El Rinconcito;408 East 10th Street;New York, NY, 10009
El Rio Grande;160 East 38th Street;New York, NY, 10012
El Sombrero;108 Stanton Street;New York, NY, 10002
Elaine's;1703 2nd Avenue;New York, NY, 10128
Eleni's Cookies;75 Ninth Avenue (in the Chelsea Market);New York, NY, 11101
Elephant & Castle;68 Greenwich Avenue;New York, NY, 10011
Eleven Madison Park;11 Madison Avenue;New York, NY, 10010
Eli's Manhattan;1411 3rd Avenue;New York, NY, 10028
Elio's;1621 2nd Avenue;New York, NY, 10028
Elmo;156 7th Avenue;New York, NY, 10011
Elvie's Turo-Turo;214 1St Avenue;New York, NY, 10009
Elyssa Dido;85 Orchard Street;New York, NY, 10002
Emack & Bolio's;73 West Houston Street;New York, NY, 10012
Embassy Wines & Spirits;796 Lexington Avenue;New York, NY, 10021
Emerald Inn;205 Columbus Avenue;New York, NY, 10023
Emilio's Ballato;55 East Houston Street;New York, NY, 10003
Emma's Dilemma;270 Park Avenue South;New York, NY, 10010
Empanada Mama;763 9th Avenue;New York, NY, 10019
Empire Diner;210 10th Avenue;New York, NY, 10011
Empire Gourmet Deli;245 9th Avenue;New York, NY, 10001
Empire Szechuan;193 Columbus Avenue;New York, NY, 10023
Empire Szechuan;15 Greenwich Avenue;New York, NY, 10014
Empire Szechuan;173 7th Avenue South;New York, NY, 10014
Empire Szechuan;2642 Broadway;New York, NY, 10025
Empire Szechuan;251 West 72nd Street;New York, NY, 10023
Empire Szechuan;2574 Broadway,;New York, NY, 10025
Empire Szechuan 4 (CLOSED);381 3rd Avenue;New York, NY, 10016
En Japanese Brasserie;435 Hudson Street;New York, NY, 10014
Energy Kitchen;1089 2nd Avenue;New York, NY, 10022
English Is Italian;622 3rd Avenue;New York, NY, 10017
Ennio & Michael;539 La Guardia Place;New York, NY, 10012
Enoteca Barbone;186 Avenue B;New York, NY, 10009
Enoteca I Trulli;124 East 27th Street;New York, NY, 10016
Epicerie;170 Orchard Street;New York, NY, 10002
Epices Du Traiteur;103 West 70th Street;New York, NY, 10023
Erminia;250 East 83rd Street;New York, NY, 10028
Esashi;32 Avenue A;New York, NY, 10009
Esperanto;145 Avenue C;New York, NY, 10009
Espinal's Caribbean Deli;411 East 70th Street;New York, NY, 10021
Ess-A-Bagel;359 1st Avenue;New York, NY, 10010
Ess-A-Bagel;831 3rd Avenue;New York, NY, 10022
Essex;120 Essex Street;New York, NY, 10002
Essex Street Bar Lounge;49 Essex Street;New York, NY, 10002
Estancia 460;460 Greenwich Street;New York, NY, 10013
Estiatorio Milos;125 West 55th Street;New York, NY, 10019
Estoril Sol Restaurant;382 8TH Avenue;New York, NY, 10001
Ethiopian Restaurant;1582 York Avenue;New York, NY, 10028
Ethos;495 3rd Avenue;New York, NY, 10016
Europan Cafe;672 8th Avenue;New York, NY, 10036
Euzkadi;108 East 4th Street;New York, NY, 10003
Eva's;11 West 8th Street;New York, NY, 10011
Eva`s Health Food;11 W. 8TH STREET;
Evergreen Shanghai;10 East 38th Street;New York, NY, 10016
Excellent Dumpling House;111 Lafayette Street;New York, NY, 10013
Extra Virgin;259 West 4th Street;New York, NY, 10014
Extreme Pita;119 East 23rd Street;New York, NY, 10010
F & B;150 East 52nd;New York, NY, 10022
F&B;269 West 23rd Street;New York, NY, 10011
F. Illi Ponte;39 Desbrosses Street;New York, NY, 10013
Fabio Piccolo Fiore;230 East 44th Street;New York, NY, 10017
Fagiolini;334 Lexington Avenue;New York, NY, 10016
Faicco's Pork Store;260 Bleecker Street;New York, NY, 10014
Fairway;2328 12th Avenue;New York, NY, 10027
Fairway Cafe;2127 Broadway;New York, NY, 10023
Fake Orchid;440 East 9TH;New York, NY, 10009
Falai;68 Clinton;New York, NY, 10002
Falai Panetteria;79 Clinton Street;New York, NY, 10002
Family Noodle;19 Henry Street,;New York, NY, 10002
Famous Famiglia;1630 Broadway;New York, NY, 10019
Famous Famiglia;1398 Madison Avenue;New York, NY, 10029
Famous Famiglia;1284 1st Avenue;New York, NY, 10021
Famous Famiglia;2859 Broadway;New York, NY, 10025
Famous Famiglia;734 Amsterdam Avenue;New York, NY, 10025
Famous Famiglia;61 Chelsea Piers;New York, NY, 10011
Famous Famiglia;686 8th Avenue;New York, NY, 10036
Famous Fish Market;684 Saint Nicholas Avenue;New York, NY, 10030
Famous Original Rays Pizza;204 9th ave;new york, NY, 10011
Fanelli's Cafe;94 Prince Street at Mercer Street;New York, NY, 10012
Fast Wok;70 7th Avenue;New York, NY, 10011
Fatty Crab;643 Hudson;New York, NY, 10014
Fauchon;442 Park Avenue at 56th Street;New York, NY, 10022
Fedora;239 West 4th Street;New York, NY, 10014
Felidia;243 East 58th Street;New York, NY, 10022
Ferrara;195 Grand Street;New York, NY, 10013
Ferro's Restaurant;145 East 50th Street;New York, NY, 10022
Festival Mexicano;120 Rivington Street;New York, NY, 10002
Fetch Bar Grill;1649 3RD Avenue;New York, NY, 10128
Fiamma Osteria;206 Spring Street;New York, NY, 10012
Fig & Olive;808 Lexington Avenue;New York, NY, 10021
Fig & Olive;420 West 13th Street;New York, NY, 10014
Figaro Pizza;1469 2nd Avenue Streete 1;New York, NY, 10021
Fillip's;202 7th Avenue;New York, NY, 10011
Financier Patisserie;62 Stone Street;New York, NY, 10004
Fine & Schapiro;138 W 72nd Street;New York, NY, 10023
Fine Food Deli;411 2nd Avenue;New York, NY, 10010
Finestra;1370 York Avenue;New York, NY, 10021
Finnerty's Irish Pub;221 2nd Avenue;New York, NY, 10003
Fino;1 Wall Street Ct.;New York, NY, 10005
Fino;4 East 36th Street;New York, NY, 10016
Fiorini;209 East 56th Street;New York, NY, 10022
Firefly;54 Spring Street;New York, NY, 10012
Firehouse;522 Columbus Avenue;New York, NY, 10024
First Avenue Fish Market;141 1st Avenue;New York, NY, 10003
First Avenue Pierogi And Deli Co.;130 1st Avenue;New York, NY, 10009
First Wok;1374 3rd Avenue at 78th Street;New York, NY, 10021
Fish;87 1st Avenue;New York, NY, 10014
Fish;280 Bleecker Street;New York, NY, 10014
Five Roses Pizza;173 1ST Avenue Streete 11;New York, NY, 10003
Fives;Peninsula Hotel 700 5th Avenue;New York, NY, 10019
Flames Steakhouse;5 Gold Street;New York, NY, 10038
Flamingo Room;470 West 23rd Street;New York, NY, 10011
Flavored With One Love (CLOSED);1941 Madison Avenue;New York, NY, 10035
Flea Market Cafe;131 Avenue A;New York, NY, 10009
Flor De Mayo;2651 Broadway;New York, NY, 10025
Flor De Mayo;484 Amsterdam Avenue;New York, NY, 10024
Flor De Sol;361 Greenwich Street;New York, NY, 10014
Flor's Kitchen;149 1st Avenue;New York, NY, 10003
Flor's Kitchen;170 Waverly Place;New York, NY, 10014
Florence Prime Meat Market;5 Jones Street;New York, NY, 10014
Florencia 13;185 Sullivan Street;New York, NY, 10012
Florent (CLOSED);69 Gansevoort Street;New York, NY, 10014
Flurt;284 3rd Avenue;New York, NY, 10010
Focolare Bistro;115 Mulberry Street;New York, NY, 10013
Fong Da Bakery, Inc.;83 Essex Street;New York, NY, 10013
Fong Inn Too Inc.;46 Mott Street;New York, NY, 10013
Fontana Di Trevi;151 West 57th Street;New York, NY, 10019
Food;1569 Lexington Avenue;New York, NY, 10029
Food Exchange;120 East 59th Street;New York, NY, 10022
Food Mart Deli;12321 York Street;New York, NY, 10021
Food World Cafe;793 6th Avenue;New York, NY, 10001
Food bar;149 8th Avenue;New York, NY, 10003
Foods Of India;121 Lexington Avenue;New York, NY, 10016
Forge;134 Reade St. nr. Hudson St.;New York, NY, 10013
Forum;127 4th Avenue;New York, NY, 10003
Four Seasons;99 East 52nd Street;New York, NY, 10022
Four Seasons Food Market;271 1st Avenue;New York, NY, 10003
Francisco's Centro Vasco;159 West 23rd Street;New York, NY, 10011
Frank;88 2nd Avenue;New York, NY, 10003
Frank's;410 West 16th Street;New York, NY, 10011
Frankies Spuntino;17 Clinton Street;New York, NY, 10002
Franklin Station Cafe;222 West Broadway;New York, NY, 10013
Fraunces Tavern;54 Pearl Street;New York, NY, 10004
Fred's;476 Amsterdam Avenue;New York, NY, 10024
Fred's At Barneys NY;Barneys NY 660 Madison Avenue, 9th fl.;New York, NY, 10021
Frederick's Bar & Lounge;8 West 58th Street;New York, NY, 10019
Frederick's Downtown;673 Hudson Street;New York, NY, 10014
Frederick's Madison;768 Madison Avenue;New York, NY, 10021
Freemans;Freeman Alley;New York, NY, 10002
French Roast;458 5th Avenue;New York, NY, 10011
French Roast;78 West 11th Street;New York, NY, 10028
Fresco By Scotto;34 East 52nd Street;New York, NY, 10022
Fresco On The Go;40 East 52nd Street;New York, NY, 10022
Fresco Tortilla Grill;215 West 14th Street;New York, NY, 10001
Fresco Tortilla Grill;769 5th Avenue;New York, NY, 10001
Fresco Tortilla Grill;253 8th Avenue;New York, NY, 10011
Fresco Tortilla Grill;36 Lexington Avenue;New York, NY, 10010
Fresh Thyme;350 5th Avenue;New York, NY, 10018
Fried Dumpling;99 Allen Street;New York, NY, 10002
Fried Dumpling;106 Mosco Street at Mott Street;New York, NY, 10013
Fried Rice Balls! Rosario's Pizza;173 Orchard Street;New York, NY, 10002
Friedman's Delicatessen;75 Ninth Ave at 16th St;New York, NY, 10011
Friend House;99 3rd Avenue #105;New York, NY, 10003
Friend Of A Farmer;77 Irving Place;New York, NY, 10003
Fruit Loops;456 West 45th Street;New York, NY, 10036
Frutti di Mare;84 East 4th Street;New York, NY, 10003
Frère Jacques;13 East 37th Street;New York, NY, 10016
Fu Wong;100 Bowery;New York, NY, 10013
Fukumatsu;212 East 52nd Street;New York, NY, 10022
Fuleen Seafood;11 Division Street;New York, NY, 10002
Full City Coffee;409 Grand Street;New York, NY, 10002
Fulton Fish Market;South Street;New York, NY, 10004
Funayama;24 Greenwich Avenue;New York, NY, 10011
Funky Broome;176 Mott st at Broome Street;New York, NY,
Funky Diner (CLOSED);466 Columbus Avenue;New York, NY, 10024
Fusha Asian Cuisine;1065 1st Avenue;New York, NY, 10022
Fusia Asian Cuisine;677C Lexington Avenue on 56th Street;New York, NY, 10022
Félix;340 West Broadway;New York, NY, 10013
Gabriel's;11 West 60th Street;New York, NY, 10023
Gabriela's;688 Columbus Avenue;New York, NY, 10025
Gahm Mi Oak;43 West 32nd Street;New York, NY, 10001
Gajyumaru Japanese Restaurant;1659 1st Avenue;New York, NY, 10028
Galanga;149 West 4th Street;New York, NY, 10012
Gama;12 St. Marks Place;New York, NY, 10003
Gandhi;345 East 6TH Street;New York, NY, 10003
Garden Cafe At The Kitano New York;66 Park Avenue;New York, NY, 10016
Gari;370 Columbus Avenue;New York, NY, 10024
Garnet Wine & Liquors;929 Lexington Avenue;New York, NY, 10021
Garrison Confections Inc.;The Chocolate Loft 119 West 23rd Street;New York, NY,
Gascogne;158 8th Avenue;New York, NY, 10011
Gatehouse;301 South End Avenue;New York, AL, 10280
Gauchas Empanadas;1748 1st Avenue;New York, NY, 10128
Geisha;33 East 61st Street;New York, NY, 10021
Gena's Grill;210 1st Avenue;New York, NY, 10009
Gennaro;665 Amsterdam Avenue;New York, NY, 10025
Gente;153 East 45th Street;New York, NY, 10017
Gentile's Market;1041 Madison Avenue;New York, NY, 10021
George's Restaurant;89 Greenwich Street;New York, NY, 10006
Georgio'S Country Grill;801 9th Avenue at 53rd Street;New York, NY, 10019
Ghandi Cafe;283 Bleecker Street Streete 1;New York, NY, 10014
Ghenet;284 Mulberry Street;New York, NY, 10012
Giambelli;46 East 50th Street;New York, NY, 10022
Gibraltar;20 Princes Street;New York, NY, 10012
Gigino At Wagner Park;20 Battery Place;New York, NY, 10004
Gigino Trattoria;323 Greenwich Street;New York, NY, 10013
Gilileo;176 West 94th Street;New York, NY, 10025
Gilt;NY Palace Hotel 455 Madison Avenue;New York, NY, 10022
Gin Lane;355 West 14th Street;New York, NY, 10011
Ginger;1400 5th Avenue;New York, NY, 10026
Ginger;146 East 55th Street;New York, NY, 10022
Ginger;109 1st Avenue;New York, NY, 10003
Ginger House;330 7th Avenue;New York, NY, 10011
Ginger Ty;363 Greenwich Street;New York, NY, 10013
Gino;780 Lexington Avenue;New York, NY, 10021
Ginza Japanese Restaurant;800 Lexington Avenue;New York, NY, 10021
Giorgione;307 Spring Street;New York, NY, 10013
Giorgione 508;508 Greenwich Street;New York, NY, 10013
Giovanni Venticinque;25 East 83rd Street;New York, NY, 10028
Girasole;151 East 82nd Street;New York, NY, 10028
Giuliano's Pizzeria And Deli;88 Broad Street;New York, NY, 10004
Glaser's Bake Shop;1670 1st Avenue;New York, NY, 10128
Gnocco Caffe;337 East 10th Street;New York, NY, 10009
Go;30 Saint Mark's Place;New York, NY, 10003
Go Noodle;1069 1st Avenue;New York, NY, 10022
Go Sushi;982 2nd Avenue;New York, NY, 10022
Go Sushi;3 Greenwich Avenue;New York, NY, 10014
Go Sushi;511 3rd Avenue;New York, NY, 10016
Go Sushi;756 9th Avenue;New York, NY, 10019
Go Sushi;1649 2nd Avenue;New York, NY, 10028
Goa;306 East 6th Street;New York, NY, 10003
Gobo;401 6th Avenue;New York, NY, 10014
Gobo;1426 3rd Avenue;New York, NY, 10028
Gobo Upper East;1426 3rd Avenue;New York, NY, 10028
Gold St;2 Gold Street;New York, NY, 10038
Gold St.;255 West 36th Street;New York, NY, 10018
Golden Bridge Restaurant;50 Bowery, 2nd floor;New York, NY, 10013
Golden Unicorn;18 East Broadway, 2nd fl.;New York, NY, 10002
Gonzo;140 West 13th Street;New York, NY, 10011
Good;89 Greenwich Avenue;New York, NY, 10014
Good & Plenty To Go;410 West 43rd Street;New York, NY, 10036
Good Enough To Eat;483 Amsterdam Avenue;New York, NY, 10024
Good World Bar & Grill;3 Orchard Street;New York, NY, 10002
Goodburger;800 2nd Avenue;New York, NY, 10017
Goodburger;870 Broadway;New York, NY, 10009
Goodies;1 East Broadway;New York, NY, 10038
Googie's;1491 2nd Avenue;New York, NY, 10021
Gotham Bar & Grill;12 East 12th Street;New York, NY, 10003
Gottino;52 Greenwich Avenue;New York, NY, 10014
Gourmet Gal Inc;504 East 12th Street;New York, NY, 10009
Gourmet Wok;597 10th Avenue;New York, NY, 10036
Grace;114 Franklin Street;New York, NY, 10013
Grace's Marketplace;1237 3rd Avenue;New York, NY, 10021
Gracefully;28 Avenue A;New York, NY, 10009
Gracie Mews Restaurant Corporation;1550 1ST Avenue;New York, NY, 10028
Gracies Corner Restaurant;352 East 86th Street;New York, NY, 10028
Gradisca;126 West 13th Street;New York, NY, 10011
Graffiti;224 E 10th Street;New York, NY, 10009
Gramercy 24;Marcel Hotel 323 3rd Avenue;New York, NY, 10010
Gramercy Park Hotel Roof Club;2 Lexington Avenue;New York, NY, 10010
Gramstand;214 Avenue A;New York, NY, 10009
Grand Central Market;Lexington Avenue and 43rd Street;New York, NY, 10036
Grand Central Oyster Bar & Restaurant;42nd Street;New York, NY, 10017
Grand Eastern;1509 Lexington Avenue;New York, NY, 10029
Grand Sichuan;227 Lexington Avenue;New York, NY, 10016
Grand Sichuan;15 Seventh Ave. South, nr. Leroy St.;New York, NY, 10014
Grand Sichuan;125 Canal Street;New York, NY, 10002
Grand Sichuan at 50th;745 9th Avenue;New York, NY, 10019
Grand Sichuan at 55th;1049 2nd Avenue;New York, NY, 10022
Grand Sichuan on 24th;229 9th Avenue;New York, NY, 10001
Grand Sichuan on St. Marks;19-23 St. Marks Place;New York, NY, 10003
Grand Street Sausages;198 Grand Street;New York, NY,
Grandaisy Bakery;73 Sullivan Street;New York, NY, 10012
Grano;21 Greenwich Avenue;New York, NY, 10014
Gray's Papaya;2090 Broadway,Fl. 1;New York, NY, 10023
Gray's Papaya;402 West 8th Street;New York, NY, 10001
Gray's Papaya;539 8th Avenue;New York, NY, 10018
Grayz;13-15 West 54th Street;New York, NY, 10019
Great American Health Bar;35 West 57th Street;New York, NY, 10019
Great NY Noodle Town;28½ Bowery;New York, NY, 10013
Green Kitchen;1477 1st Avenue;New York, NY, 10021
Green Pea;435 5th Avenue;New York, NY, 10016
Green Symphony;255 West 43rd Street;New York, NY, 10036
Green Tea Café;45 Mott Street;New York, NY, 10013
Greenwich Treehouse;46 Greenwich Ave.;New York, NY, 10011
Greenwich Village Bistro;13 Carmine Street;New York, NY, 10014
Grey Dog;90 University Place;New York, NY, 10001
Grey Dog;33 Carmine Street;New York, NY, 10014
Grifone;244 East 46th Street;New York, NY, 10017
Grill 44;160 East 44th Street;New York, NY, 10017
Grill Room;World Financial Ctr.;New York, NY, 10281
Grilled Cheese;168 Ludlow Street;New York, NY, 10022
Grom;2165 Broadway;New York, NY, 10024
Grotta Azzurra;177 Mulberry Street;New York, NY, 10013
Grotta Del Mare;307 East 77th Street;New York, NY, 10021
Gus Place;192 Bleecker Street;New York, NY, 10012
Gus's Figs;250 West 27th Street;New York, NY, 10001
Guss' Pickles;85 -87 Orchard Street;New York, NY,
Gusto;60 Greenwich Avenue;New York, NY, 10011
Gusto Va Mare;237 East 53rd Street;New York, NY, 10022
Guy and Gallard;475 Park Avenue South;New York, NY, 10016
Gyro Uno;237 East 53rd Street Basement;New York, NY, 11103
Gyu Kaku Japanese Bbq Dining;805 3rd Avenue 2nd Floor Midtown;New York, NY, 10022
Gyu-Kaku;34 Cooper Square;New York, NY, 10003
H & H Bagels;639 West 46th Street;New York, NY, 10036
H & H Bagels;2239 Broadway;New York, NY, 10024
HQ;90 Thompson Street;New York, NY, 10012
HSF;46 Bowery;New York, NY, 10013
Haandi;113 Lexington Avenue;New York, NY, 10016
Haandi Restaurant;113 Lexington Avenue;New York, NY, 10016
Habib's Place;89 Ave. A;New York, NY, 10009
Hacienda at 40C;40 Avenue C;New York, NY, 10009
Hahn Ah Reum;25 West32nd Street;New York, NY, 10001
Hai Thanh Seafood Co.;17B Catherine Street;New York, NY, 10002
Haikara Grill;206 East 63rd Street;New York, NY, 10021
Hakata Grill;230 West 48th Street;New York, NY, 10036
Halal Indo-Pak;1750 1st Avenue;New York, NY, 10128
