restaurant;address;country;addressGoogle
Cafe Napoli;191 Hester Street;New York;191 Hester St
Cafe Napoli;191 Hester St;New York;191 Hester St
Cafe Nicholson Inc;323 East 58th Street;New York;323 E 58th St
Cafe Noir;32 Grand St;New York;32 Grand St
Cafe Nosidam;768 Madison Avenue;New York;768 Madison Ave
Cafe Ole;453 West 54th Street;New York;453 W 54th St
Cafe On Broadway;2350 Broadway;New York;2350 Broadway
Cafe Opaline;580 Madison Av;New York;580 Madison Ave
Cafe Orlin;41 St Marks Pl;New York;39 St Marks Inc
Cafe Pappagallo;891 8th Ave;New York;891 8th Ave
Cafe Rakka;81 St Marks Pl;New York; 81 St Marks Pl
Cafe Rakka;81 Saint Marks Place;New York;81 St Marks Pl
Cafe Restaurant Du Cervin;13 S William St;New York;13 S William St
Cafe Restaurant El International Inc;616 Amsterdam Avenue;New York;616 Amsterdam Ave
Cafe Risque;2 Bank Street Frnt;New York;2 Bank St
Cafe Roma;175 West 90th Street Apt 3K;New York;175 W 90th St #3K
Cafe Roma Pizzeria;459 Park Ave S;New York;459 Park Ave S
Cafe Ronda;249 Columbus Avenue;New York;249 Columbus Ave
Cafe Rustico East Trattoria Pizza & Past;230 East 29;New York;230 E 29th St
Cafe Sabarsky;1048 5th Avenue;New York;1048 5th Ave
Cafe Sage;108 John;New York;108 John St
Cafe San Martin;143 East 49th Street;New York;143 E 49th St
Cafe Sorrento;132 Mulberry St;New York;132 Mulberry St
Cafe Spice;109 East 42nd Street;New York;109 E 42nd St
Cafe Spice Inc;72 University Pl;New York;72 University Pl
Cafe St John;1018 Amsterdam Ave;New York;1018 Amsterdam Ave
Cafe St. Bart's;109 E 50th St;New York;109 E 50th St
Cafe Stromboli;30 E 13th St;New York;30 E 13th St
Cafe Tal;11 W 47th St;New York;11 W 47th St
Cafe Tartufo;1081 3rd Ave;New York;1081 3rd Ave
Cafe Thirty-First;220 West 31st Street;New York;220 W 31st St
Cafe Tina;184 Prince Street Apt 1;New York;184 Prince St #1
Cafe Tina;287 Bleecker St;New York;287 Bleecker St
Cafe Topsy;575 Hudson Street;New York;575 Hudson St
Cafe Trend Inc;596 3rd Avenue;New York;596 3rd Ave
Cafe Trevi;1570 1st Avenue;New York;1570 1st Avenue
Cafe Un Deux Trois;123 W 44th St;New York;123 W 44th St
Cafe Usa;220 E 42nd St # 16;New York;220 E 42nd St Fl 16
Cafe Variety;118 3rd Ave;New York;118 3rd Ave
Cafe Venezia;56 E 41st St;New York;56 E 41st St
Cafe Viva Natural Pizza;179 2nd Ave;New York;179 2nd Ave
Cafe WHA;115 Macdougal Street;New York;115 MacDougal St
Cafe Wall St;80 Wall Street Ph;New York;80 Wall St
Cafe Word Of Mouth;1012 Lexington Ave;New York;1012 Lexington Ave
Cafe Yola;337 E 10th St # 1;New York;337 E 10th St #1
Cafe de Milan;54 East 59th Street;New York;54 E 59th St
Cafe de Paris;924 Second Avenue;New York;924 2nd Ave
Cafe'o;622 3rd Avenue;New York;622 3rd Ave
Cafecito;185 Avenue Centre;New York;185 Avenue B
Cafeteria;119 7th Avenue;New York;119 7th Ave
Cafeteria Corporate Office;54 West 21st Street;New York;54 W 21st St
Caffe Bacio;1223 3rd Avenue;New York;1223 3rd Ave
Caffe Bianco Inc;1486 2nd Avenue;New York;1486 2nd Ave
Caffe Buon Giorno Inc;162 E 55th St;New York;162 E 55th St
Caffe Buon Gusto;1009 Second Ave;New York;1009 2nd Ave
Caffe Buon Gusto;236 E. 77th Street;New York;236 E 77th St
Caffe Cielo;881 8th Avenue;New York;881 8th Ave
Caffe Dante Inc;79 Macdougal Street Frnt;New York;79-81 MacDougal St
Caffe Del Corso;19 West 55;New York;19 W 55th St
Caffe Del Corso;19 W 55th St;New York;19 W 55th St
Caffe Dell'artista;46 Greenwich Avenue;New York;46 Greenwich Ave
Caffe Della Pace;48 East 7th Street Frnt;New York;48 E 7th St
Caffe Forte Inc;754 9th Ave;New York;754 9th Ave
Caffe Grazie;26 East 84th Street Frnt;New York;26 E 84th St
Caffe Linda;145 East 49th Street;New York;145 E 49th St
Caffe Medical;1268 2nd Avenue;New York;1268 2nd Ave
Caffe Palermo;148 Mulberry St;New York;148 Mulberry St
Caffe Popolo;351 Columbus Ave;New York;351 Columbus Ave
Caffe Reggio;119 Macdougal Street;New York;119 MacDougal St
Caffe Rellini;206 Thompson Street;New York;206 Thompson St
Caffe Rosso;284 West 12;New York;284 W 12th St
Caffe Torino;139 W. 10th St;New York;139 W 10th St
Caffe Tosca;260 E 72nd St;New York;260 E 72nd St
Caffe Valdino Inc;225 Sullivan Street Frnt;New York;225 Sullivan St
Caffe Vivaldi;32 Jones Street Frnt;New York;32 Jones St
Caffe Vivaldi;32 Jones St;New York;32 Jones St
Caffe' Rafaella;134 7th Avenue South;New York;134 7th Ave S
Cajun Cafe;901 Avenue Of The Americ;New York;901 6th Ave
Cajun Cafe & Grill;901 Avenue Of The Americas;New York;901 6th Ave
Cajun Restaurant;129 8th Ave;New York;129 8th Ave
Cal's;55 W 21st St;New York;55 W 21st St
Calcutta Cafe;2735 Broadway;New York;2735 Broadway
Calcutta Cuisine Of India;175 East 83;New York;175 E 83rd St
Calcutta Restaurant Inc;324 East 6th Street Frnt;New York;324 E 6th St
Caliban;360 3rd Avenue Frnt;New York;360 3rd Ave
Calico Jack's Cantina;800 2nd Avenue;New York;800 2nd Ave
Calidad Latina Restaurant;132 9 Av;New York;132 9th Ave
Caliente Cab CO;61 7th Avenue South Frnt;New York;61 7th Ave S
Caliente Cab CO;21 Waverly Place;New York;21 Waverly Pl
California Burrito;750 7th Ave;New York;750 7th Ave
California Burrito;100 W 33rd St # 7;New York;100 W 33rd St #7
California Burrito;172 7th Ave;New York;172 7th Ave
California Burrito CO;250 Vesey Street;New York;250 Vesey St
California Burrito Co;295 Park Ave S;New York;295 Park Ave S
California Lovers Corporation;38 Union Square East;New York;38 Union Square E
California Pizza Kitchen;201 E 60th St;New York;201 E 60th St
California Pizza Oven;122 University Place;New York;122 University Pl
Calle OCHO;446 Columbus Av;New York;446 Columbus Ave
Calo & Co;18 E 41stst Grround;New York;18 E 41st St STE 403
Camaje;85 Macdougal;New York;85 MacDougal St
Camaradas El Barrio;2241 1 Av;New York;2241 1st Avenue
Camba Lache;406 East 64;New York;406 E 64th St
Camel Cafe;28 West 33rd Street;New York;28 W 33rd St
Camel Cafe;5 E 19th St;New York;5 E 19th St
Camilles Restaurants;1135 Amsterdam Av;New York;1135 Amsterdam Ave
Camino Sur;336 West 37;New York;336 W 37th St
Campagna;24 East 21st Street;New York;24 E 21st St
Campagnola Restaurant;1382 1st Avenue Frnt;New York;1382 1st Avenue
Campanile Restaurant Inc;30 East 29th Street;New York;30 E 29th St
Campus Eatery;31 West 4th Street;New York;31 West 4th Street
Campus Eatery;31 W 4th St # 1;New York;31 West 4th Street #1
Can Restaurant;482 W Broadway;New York;482 W Broadway
Canaan Japanese Restaurant;154 West 29th Street;New York;154 W 29th St
Canal House;310 W Broadway;New York;310 W Broadway
Canaletto;208 East 60th Street Frnt;New York;208 E 60th St
Cancun Restaurant;937 Eighth Avenue;New York;937 8th Ave
Candela Candela;92 Second Ave;New York;92 2nd Ave
Candela Restaurant;116 E 16th St;New York;116 E 16th St
Candido;1606 1st Ave;New York;1606 1st Avenue
Candle Cafe;1307 3rd Ave # 1;New York;1307 3rd Ave #1
Candlewood Oaks Corporation;708 3rd Avenue;New York;708 3rd Ave
Canteen;142 Mercer St;New York;142 Mercer St
Cantinetta;260 Sixth Ave;New York;260 6th Ave
Canton Restaurant;45 Division Street;New York;45 Division St
Canyon Road Bar & Grill;1470 1st Avenue;New York;1470 1st Avenue
Capellini Pasta Group;26 Carmine St;New York;26 Carmine St
Capital Grill;155 East 42;New York;155 E 42nd St
Capital Grille;155 East 42;New York;155 E 42nd St
Capitale Restaurant;130 Bowery;New York;130 Bowery
Capitol Restaurant;4933 Broadway;New York;4933 Broadway
Capitol Sushi Restaurant;29 2nd Ave;New York;29 2nd Ave
Capo Verde;589 Fort Washington Avenue;New York;589 Fort Washington Ave
Capri Bakery Corporation;186 East 116th Street;New York;186 E 116th St
Capri Restaurant;1342 Saint Nicholas Avenue;New York;1342 St Nicholas Ave
Capri Restaurant & Pizzeria;532 Main Street;New York;532 Main St
Caprice Cafe;199 Columbus Ave # 1;New York;199 Columbus Ave #1
Capsouto Freres Bistro Restaurant;451 Washington Street;New York;451 Washington St
Captain Cafe;196 Orchard Street;New York;196 Orchard St
Captain's Ketch Restaurant;181 Pearl Street;New York;181 Pearl St
Captains Table Restaurant & Fish Market;860 2 Av;New York;860 2 Av
Capucine's Restaurant;327 2nd Avenue;New York;327 2nd Ave
Caracas Arepa Bar;91 East 7;New York;91 E 7th St
Caracello;108 Greenwich Street;New York;108 Greenwich St
Caravan of Dreams Restaurant;405 East 6th Street Apt 1;New York;405 E 6th St #1
Caravelle La Restaurant;33 W 55th St # 1;New York;33 W 55th St #1
Cardamomm Fine Indian Cuisine;100 Lexington Avenue;New York;100 Lexington Ave
Cardpro Inc;1776 2nd Avenue;New York;1776 2nd Ave
Caribbean American Restaurant;64 West 116th Street;New York;64 W 116th St
Caribbean Kitchen;901 Avenue Of The Americ;New York;901 6th Ave
Caribbean Spice Restaurant;402 West 44th Street Frnt;New York;402 West 44th Street Frnt
Caribe;117 Perry St;New York;117 Perry St
Caribe Ocean Restaurant Corp;2153 Amsterdam Av;New York;2153 Amsterdam Ave
Caribe On The Hudson Restaurant;348 Dyckman;New York;348 Dyckman St
Caribiner Producers;16 West 61st Street;New York;16 W 61st St
Caridad;554 W 181st St;New York;554 W 181st St
Caridad Restaurant;4799 Broadway;New York;4799 Broadway
Caridad Restaurant;1004 Saint Nicholas Avenue;New York;1004 St Nicholas Ave
Caridad Restaurant;565 West 207th Street;New York;565 W 207th St
Caridad Restaurant;455 E 116th St;New York;455 E 116th St
Caridad Restaurant;3533 Broadway;New York;3533 Broadway
Carino Ristorante Italiano;1710 2nd Avenue;New York;1710 2nd Ave
Carlitos Cafe Ey Galeria;1701 Lexington Av;New York;1701 Lexington Ave
Carlow East;1254 Lexington Avenue Frnt;New York;1254 Lexington Ave
Carlton New York;22 East 29th Street;New York;22 E 29th St
Carmine's;200 West 44th Street;New York;200 W 44th St
Carmine's Italian Seafood Restaurant;140 Beekman Street Frnt;New York;140 Beekman St
Carmine's Restrnt;2450 Broadway;New York;2450 Broadway
Carmine's Takeout;2450 Broadway;New York;2450 Broadway
Carne;2737 Broadway;New York;2737 Broadway
Carnegie Delicatessen & Restaurant;854 7th Avenue Frnt;New York;854 7th Ave
Carnegie Delicatessen & Restaurant;854 7 Avenue;New York;854 7th Ave
Carnegie Hall Restaurants;154 W 57th St;New York;154 W 57th St
Carnegie Restaurant;1361 Lex Av;New York;1361 Lexington Ave
Carnevale;410 Amsterdam Ave;New York;410 Amsterdam Ave
Carousel Cafe Inc;75 Clarkson St;New York;75 Clarkson St
Carpos Cafe;189 Bleecker St;New York;189 Bleecker St
Carribean Restaurant;166 East 118th Street;New York;166 E 118th St
Carrols Corp;635 Madison Ave # 400;New York;635 Madison Ave #400
Carryhot;511 West 33 Street;New York;511 W 33rd St
Carter Joseph H Inc;33 Fulton Street;New York;33 Fulton St
Caruso's;162 West 34th Street;New York;162 W 34th St
Caruso's Pizza;42 Broadway;New York;42 Broadway
Caruso's Pizza;204 Broadway Frnt;New York;204 Broadway
Carusso Pizza I;1 Penn Plz;New York;1 Pennsylvania Plaza
Casa Bella Restaurant;127 Mulberry Street;New York;127 Mulberry St
Casa Di Meglio;235 W 48th St;New York;235 W 48th St
Casa Di Pre Restrnt;283 West 12;New York;283 W 12th St
Casa La Femme;150 Wooster St # 1;New York;150 Wooster St #1
Casa MIA;225 East 24th Street;New York;225 E 24th St
Casa Mexicana Nyc;133 Ludlow Street;New York;133 Ludlow St
Casa Pacifico;4247 Broadway;New York;4247 Broadway
Casa Restaurant;72 Bedford Street;New York;72 Bedford St
Casa Victoria Cafe;271 Bleecker St;New York;271 Bleecker St
Casa de Los Tacos Restaurant;2277 1st Avenue;New York;2277 1st Avenue
Casabianca Pizzeria;503 West 57th Street Frnt;New York;503 W 57th St
Casablanca Cafe;235 East 53rd Street;New York;235 E 53rd St
CasablancaTea Room;164 Mercer;New York;164 Mercer St
Casanis;81 Ludlow;New York;81 Ludlow St
Casanova Pizzeria Restaurant;664 9th Avenue;New York;664 9th Ave
Casaville;(212) 685-8558;New York;633 2nd Ave
Casaville;633 2nd Avenue;New York;633 2nd Ave
Casbah Rouge;2841 Broadway;New York;2841 Broadway
Cascina;647 9th Ave;New York;647 9th Ave
Cascina Downtown;281 Bleecker St;New York;281 Bleecker St
Casimir Restaurant;103 Avenue B;New York;103 Avenue B
Casserola Cafe Restaurant Inc;944 Columbus Avenue;New York;944 Columbus Ave
Cassina USA Inc;155 East 56th Street Ph;New York;155 E 56th St
Cassis On Stone;52 Stone Street;New York;52 Stone St
Cast Iron Cafe;641 Avenue Of The Americ;New York;641 6th Ave
Castellano Restaurant;138 West 55th Street;New York;138 W 55th St
Castillo de Jagua Restaurant;125 Avenue D Frnt;New York;125 Avenue D
Castle Village Owners Corporation;120 Cabrini Boulevard;New York;120 Cabrini Blvd
Catania Imports;105 Mulberry Street;New York;105 Mulberry St
Caterina's Restaurant;316 East 53rd Street Frnt;New York;316 E 53rd St
Caterinas Restaurant Corp;213 E 38th St # 1;New York;213 E 38th St #1
Cathy's MKT;790 Lexington Avenue Frnt;New York;790 Lexington Ave
Catwalk Bar & Cafe;2 West 35th Street;New York;2 W 35th St
Cavaliere;192 3rd Avenue;New York;192 3rd Ave
Cavatappo Wine Bar;1728 2 Av;New York;1728 2 Av
Cazuelas Restaurant;559 Hudson St;New York;559 Hudson St
Cbb Restaurant;314 W 36th St;New York;314 W 36th St
Cbr Restaurant Inc;244 E 53rd St;New York;244 E 53rd St
Ceasar's Falafel;32 Saint Marks Place;New York;32 St Marks Pl
Ceasars Pizza;861 Broadway;New York;861 Broadway
Cecil's Restaurant;304 East 42nd Street;New York;304 E 42nd St
Cedar Tavern;82 University Place;New York;82 University Pl
Cedar Tavern;82 University Pl;New York;82 University Pl
Cedars Of Lebanon;8 W 38th St;New York;8 W 38th St
Celebrity Delicatessen;700 8th Avenue;New York;700 8th Ave
Celeste Restaurant;502 Amsterdam Av;New York;502 Amsterdam Ave
Cellini;65 E 54th St;New York;65 E 54th St
Cendrillon;45 Mercer Street Frnt;New York;45 Mercer St
Cent'Anni Restaurant;50 Carmine St;New York;50 Carmine St
Centolire;1167 Madison Ave;New York;1167 Madison Ave
Central Bar;109 East 9th Street Frnt;New York;109 E 9th St
Central Buffet Inc;195 Centre Street;New York;195 Centre St
Central Fish Market;527 9th Avenue;New York;527 9th Ave
Central Harlem Deli Grocery;187 West 135th Street;New York;187 W 135th St
Central Market;52 Vanderbilt Avenue;New York;52 Vanderbilt Ave
Central Market;202 West 34th Street;New York;202 W 34th St
Central Market;30 Rockefeller Plaza;New York;30 Rockefeller Plaza
Central Market Grill;412 Lexington Avenue;New York;412 Lexington Ave
Central Park Cafe;760 Columbus Ave;New York;760 Columbus Ave
Central Park Super Deli;50 West 72nd Street Apt 812;New York;50 W 72nd St #812
Central Tavern;101 West Street;New York;W 101st St
Centre Seafood Inc;206 Centre Street;New York;206 Centre St
Ceramies Corporation;145 East 60th Street Frnt;New York;145 E 60th St
Cercle Rouge;241 West Broadway;New York;241 W Broadway
Cerutti & Miller;40 West 17th Street;New York;40 W 17th St
Cesar Place;1229 Saint Nicholas Avenue;New York;1229 St Nicholas Ave
Cesca;164 West 75;New York;164 W 75th St
Cestbon Deli;17 W 20th St # 1;New York;17 W 20th St #1
Cevicheria Grove Inc;100 7 Av;New York;100 7th Ave
Cfn Of New York Inc;370 Lexington Ave # 11;New York;370 Lexington Ave #11
Cha Kuan Restaurant;34 E 8th St;New York;34 E 8th St
Cham Dubu;55 West 35;New York;55 W 35th St
Chambord Deli;1377 Avenue Of The Americ;New York;1377 6th Ave
Champ Gourmet Croissant Shop;30 Broad Street;New York;30 Broad St
Champagnes;20 W 55th St # 1;New York;20 W 55th St #1
Champions Sports Bar;525 Lexington Avenue;New York;525 Lexington Ave
Champs Gourmet Deli;71 Broadway;New York;71 Broadway
Chan's Kitchen;4421 Broadway;New York;4421 Broadway
Chan's Kitchen;155 Sherman Avenue # A;New York;155 Sherman Ave A
Chandni Food Inc;11 West 29;New York;11 W 29th St
Chandresh Food Corporation;28 Water Street;New York;28 Water St
Chang Mi Restaurant;46 W 56th St;New York;46 W 56th St
Chang NING Corporation;106 West 32nd Street;New York;106 W 32nd St
Chango;239 Park Ave South;New York;239 Park Ave S
Channel Deli Grocery;1618 Madison Avenue;New York;1618 Madison Ave
Chanpen Thai Restaurant;761 9th Avenue;New York;761 9th Ave
Chans Garden Restaurant;1003 Columbus Ave;New York;1003 Columbus Ave
Chantales Cajun Kitchen;510 9th Ave;New York;510 9th Ave
Chanterelle;2 Harrison St;New York;2 Harrison St
Chao Chow;111 Mott Street Frnt;New York;111 Mott St
Chardy Deli Grocery;1694 Park Avenue;New York;1694 Park Ave
Charisma Group Inc;2370 Adam Clayton Powell Jr Bl;New York;2370 Adam Clayton Powell Jr Blvd
Charles Southern Style Kitchen;2837 Frederick Douglass B Frnt;New York;2837 Frederick Douglass Blvd
Charles West Delicatessen;690 Washington Street;New York;690 Washington St
Charleston Bistro;345 7th Avenue;New York;345 7th Ave
Charley Os;9 Pennsylvania Plz;New York;9 Pennsylvania Plaza
Charley Os Shubert Alley At 45;218 W 45th St;New York;218 W 45th St
Charlie Mom;47 7th Ave S # 1;New York;47 7th Ave S #1
Charlie Mom Chinese Cuisine;464 Avenue Of The Americ;New York;464 6th Ave
Charlie Mom Chinese Restaurant;408 8th Ave;New York;408 8th Ave
Charlie Mom Noodle Shop;404 Ave Of The Americas # 10011;New York;404 6th Ave
Charlie Mom Restaurant;1491 1st Avenue Frnt;New York;1491 1st Avenue
Charlie's Pizza;1501 Saint Nicholas Avenue;New York;1501 St Nicholas Ave
Charlies;110 Trinity Place;New York;110 Trinity Pl
Charlies On Fifth Ave Inc;2014 5th Ave;New York;2014 5th Ave
Charro Mexicano Inc;564 Amsterdam Avenue;New York;564 Amsterdam Ave
Chat 'n' Chew;10 E 16th St;New York;10 E 16th St
Chatham and Campbell Oriental Caffes Lim;95 1st Avenue;New York;95 1st Avenue
Chatkhara;103 Lexington Ave;New York;103 Lexington Ave
Chaz & Wilsons Grill;201 W 79th St;New York;201 W 79th St
Che 2020;149 8th Ave;New York;149 8th Ave
Che' Bella Pizza;1215 Amsterdam Avenue;New York;1215 Amsterdam Ave
Cheap Shots Inc;140 1 Av;New York;140 1st Avenue
Checkerboard Gourmet;519 Madison Ave;New York;519 Madison Ave
Checkers;62 West 62nd Street;New York;62 W 62nd St
Checkers Chargrilled Chicken & Ribs;201 East 34th Street;New York;201 E 34th St
Checkmate;150 West 82nd Street;New York;150 W 82nd St
Cheesy Pizza Inc;2640 Broadway;New York;2640 Broadway
Chef & Company;8 West 18th Street;New York;8 W 18th St
Chef 28 Restaurant;29 East 28th Street Frnt;New York;29 E 28th St
Chef 93;1424 Lexington Ave;New York;1424 Lexington Ave
Chef Cafe Intl;184 11th Ave;New York;184 11th Ave
Chef Ho's Chinese Restaurant;1720 2nd Avenue;New York;1720 2nd Ave
Chef's Kitchen;58 E 56th St;New York;58 E 56th St
Chefs 93;1424 Lexington Ave;New York;1424 Lexington Ave
Chelsea Better Burger Corporation;265 West 19th Street;New York;265 W 19th St
Chelsea Bistro & Bar;358 West 23rd Street;New York;358 W 23rd St
Chelsea Brewing;Pier 62;New York;61 Chelsea Piers
Chelsea Commons Restaurant;242 10th Ave;New York;242 10th Ave
Chelsea Commons Restaurant;463 W 24th St;New York;463 W 24th St
Chelsea Cottage Chinese Restaurant;206 9th Avenue Frnt;New York;206 9th Ave
Chelsea Feast;505 W 23rd St;New York;505 W 23rd St
Chelsea Gallery Restaurant;72 7th Avenue;New York;72 7th Ave
Chelsea Golden Wok;209 8th Ave;New York;209 8th Ave
Chelsea Gourmet Deli;259 7th Avenue;New York;259 7th Ave
Chelsea Gourmet Deli Inc;234 8 Av;New York;234 8th Ave
Chelsea Grill;135 8th Ave;New York;135 8th Ave
Chelsea Grill;135 Eighth Avenue;New York;135 8th Ave
Chelsea Lobster Co;156 7th Ave;New York;156 7th Ave
Chelsea Matchbox Limited;403 West 24th Street;New York;403 W 24th St
Chelsea Morans Sea Food Inc;146 10th Ave;New York;146 10th Ave
Chelsea SQ Restaurant;368 West 23rd Street Frnt;New York;368 W 23rd St
Chelsea Trattoria;108 8th Avenue Frnt;New York;108 8th Ave
Chelseas Choice Inc;210 7th Ave;New York;210 7th Ave
Chen Chang HUA;2133 3rd Avenue;New York;2133 3rd Ave
Chen Chinese Restaurant;1495 St Nicholas Av;New York;1495 St Nicholas Ave
Chen Express Kitchen;199 7 Av;New York;199 7th Ave
Chen Hall Restaurant;10 Murray Street;New York;10 Murray Street
Chen Wong Restaurant;197 Madison Street;New York;197 Madison St
Chen Zhi Cheng;60 Mulberry St;New York;60 Mulberry St
Chen's Garden Restaurant;1902 Adam Clayton Powell;New York;New Way Gourmet Deli
Chen's Gourmet;1097 2nd Avenue;New York;1097 2nd Ave
Chenab Restaurant;540 9th Avenue;New York;540 9th Ave
Chenab Restaurant Inc;540 9th Avenue;New York;540 9th Ave
Cheng Restaurant;1614 Saint Nicholas Avenue;New York;1614 St Nicholas Ave
Chennai Garden Inc;129 East 27;New York;129 E 27th St
Chens Garden Restaurant;1902 7th Ave;New York;1902 7th Ave
Cherin Sushi;306 East 6;New York;306 E 6th St
Cherry Chinese Rest;2468 7th Ave # 1;New York;1 7th Ave
Cherry Tavern;441 East 6th Street Frnt;New York;441 E 6th St
Cherry at W New York the Tuscany Hotel;120 East 39th Street;New York;120 E 39th St
Chester Fried Chicken;384 Grand Street;New York;384 Grand St
Cheung Hing Chinese Restaurant;213 East Broadway;New York;213 E Broadway
Cheung Seng Restaurant;24 8th Ave;New York;24 8th Ave
Cheung Shing Restaurant;452 Amsterdam Avenue;New York;452 Amsterdam Ave
Chevy's Fresh Mex;102 North End Avenue;New York;102 North End Ave
Chevys Fresh Mex Restaurant;259 West 42nd Street;New York;259 W 42nd St
Chevys Lunchnette;798 9th Ave;New York;798 9th Ave
Cheyenne Diner;411 9th Avenue;New York;411 9th Ave
Chez Bernard;323 W Broadway;New York;323 W Broadway
Chez Bernard;323 West Broadway;New York;323 W Broadway
Chez Brigitte Restaurant;77 Greenwich Avenue;New York;77 Greenwich Ave
Chez Gourmet;281 5th Avenue;New York;281 5th Ave
Chez Jacqueline;72 Macdougal St;New York;72 MacDougal St
Chez Josephine Limited;414 West 42nd Street Frnt;New York;414 W 42nd St
Chez Laurence Patisserie Inc;245 Madison Avenue;New York;245 Madison Ave
Chez Le Chef Inc;127 Lexington Avenue;New York;127 Lexington Ave
Chez Michallet Restaurant;90 Bedford St;New York;Apartment Building from the TV Show Friends
Chez Paris Cafe;135 West 56th Street;New York;135 W 56th St
Chez Suzette Restaurant;675 9th Avenue;New York;675 9th Ave
Chez Suzette Restaurant;675 9th Avenue Frnt;New York;675 9th Ave
Chiam Restaurant;160 East 48th Street;New York;160 E 48th St
Chicago Blues;73 8th Ave;New York;73 8th Ave
Chichi Steak;135 Christopher Street Frnt;New York;135 Christopher St
Chick Chuck Chicken Inc;121 University Pl;New York;121 University Pl
Chicken Bar;145 E 52nd St # 1;New York;145 E 52nd St #1
Chicken Delight;269 8th Ave # 1;New York;269 8th Ave #1
Chicken Fair;2071 Broadway # 1;New York;2071 Broadway #1
Chicken Fair Inc;2393 Broadway;New York;2393 Broadway
Chicken House;270 West 36th Street;New York;270 W 36th St
Chicken Kitchen;980 2nd Ave;New York;980 2nd Ave
Chicken Kitchen;42 E 23rd St;New York;42 E 23rd St
Chicken Kitchen On Second;1177 2nd Avenue;New York;1177 2nd Ave
Chicken Stop;584 Amsterdam Avenue;New York;584 Amsterdam Ave
Chickenfest;2818 Broadway;New York;2818 Broadway
Chickenfest Garden Cafe;413 E 71st St;New York;413 E 71st St
Chickie Pig's Brick Oven;121 Ludlow Street;New York;121 Ludlow St
Chicky's On 86 Street;355 East 86th Street;New York;355 East 86th St
Chicos Pizza & Mexican Food;343 Saint Nicholas Avenue;New York;343 St Nicholas Ave
Chihuahua Mexican Place;1452 2nd Avenue;New York;1452 2nd Ave
ChikaLicious Dessert Bar;203 E 10th St;New York;203 E 10th St
Chikibu 2;188 2nd Ave;New York;188 2nd Ave
Chikubu Japanese Restaurant;12 East 44th Street Frnt;New York;12 East 44th Street Frnt
Childs Restaurant;27 W 34th St;New York;27 W 34th St
Childs Restaurant;604 5th Ave;New York;604 5th Ave
Childs Restaurant;560 5th Ave;New York;560 5th Ave
Chili Peppers;198 Orchard Street;New York;198 Orchard St
Chimichurri Grill Corporation;606 9th Avenue Apt 4;New York;606 9th Ave #4
Chin-Chin Restaurant Inc;216 East 49th Street Frnt;New York;216 E 49th St
Chin-Ya Restaurant;210 West 55th Street;New York;210 W 55th St
China 1;50 Avenue B;New York;50 Avenue B
China 1 Kitchen;609 Main Street;New York;60-9 Main St
China 59 Restaurant;59 Nassau Street Bsmt;New York;59 Nassau St
China 99 Restaurant;64 Fulton Street;New York;64 Fulton St
China Cafe;205 Pearl Street;New York;205 Pearl St
China Chalet;47 Broadway;New York;47 Broadway
China Chalet;90 Broad Street;New York;90 Broad St
China Chalet Restaurant;110 John Street;New York;110 John St
China Club;268 West 47th Street Floor 2;New York;268 W 47th St Floor 2
China Cottage;316 W 36th St;New York;316 W 36th St
China Evian Restaurant Inc;144 W 46th St;New York;144 W 46th St
China Express;435 Park Avenue;New York;435 Park Ave
China Fun;246 Columbus Avenue;New York;246 Columbus Ave
China Fun;250 E 65th St;New York;250 E 65th St
China Gourmet Chinese Restaurant;877 8th Avenue;New York;877 8th Ave
China Grill;60 West 53rd Street;New York;60 W 53rd St
China House Restaurant;353 Grand St;New York;353 Grand St
China Inn Chinese Restaurant;38 Monroe St # Ef4;New York;38 Monroe St
China Internet Cafe Bar;33 Henry;New York;33 Henry St
China King;1415 5th Ave;New York;1415 5th Ave
China Kitchen Restaurant;1 West 125th Street;New York;1 W 125th St
China Lantern Express;2245 1 Av;New York;2245 1st Avenue
China Moon;38 Avenue B;New York;38 Avenue B
China Moon;1946 1st Avenue;New York;1946 1st Avenue
China Moon;7 East 47;New York;7 E 47th St
China Palace;21 East 33rd Street;New York;21 E 33rd St
China Place;3141 Broadway;New York;3141 Broadway
China Red Restaurant;118 Chambers Street;New York;118 Chambers St
China Regency Restaurant;850 7th Avenue Frnt 1;New York;850 7th Ave
China Seas Inc;152 Madison Avenue;New York;152 Madison Ave
China Shalom Glatt Kosher Inc;686 Columbus Ave;New York;686 Columbus Ave
China Star;595 West 207th Street;New York;595 W 207th St
China Star Restaurant;330 8th Avenue;New York;330 8th Ave
China Stop;330 8th Ave;New York;330 8th Ave
China Taste On Bleeker Restaurant;277 Bleecker St;New York;277 Bleecker St
China Wok Restaurant;816 West 187th Street;New York;816 W 187th St
China Woks;221 Avenue B Frnt;New York;221 Avenue B
Chinar India Sweets And Restaurant;156 W 29th St;New York;156 W 29th St
Chinar India Sweets And Restaurant;204 W 50th St;New York;204 W 50th St
Chinatown Brokerage House;197 Worth Street;New York;197 Worth St
Chinatown Chinese Restaurant;250 East Houston Street Frnt 4;New York;250 E Houston St #1034
Chinatown East;1650 3 Av;New York;1650 3rd Ave
Chinatown East;1650 3rd Ave # 1;New York;1650 3rd Ave #1
Chinatown Kitchen;514 Amsterdam Ave;New York;514 Amsterdam Ave
