Name;Neighborhood;Address;Country;Country code;Type;Cost;Phone
Chin Chin;Midtown East;216 E 49th St;New York;NY;Chinese;$$$;(212-888-4555)
China Grill;Midtown West;60 W 53rd St;New York;NY;Asian \ Asian: Pan-Asian;$$$$;(212-333-7788)
China de Puebla;Harlem;3143 Broadway;New York;NY;Asian;;
Chinatown Brasserie;NoLita;380 Lafayette St;New York;NY;Chinese;$$$;(212-533-7000)
Chino's;Gramercy Park;173 Third Ave;New York;NY;Asian;$;
Chiyono;East Village;328 E. Sixth St.;New York;NY;Japanese;$$;(212-673-3984)
Chiyono;East Village;;New York;NY;Japanese;;(212-673-3984)
Cho Dang Gol;Midtown West;55 W 35th St;New York;NY;Korean;$;(212-695-8222)
Chola;Midtown East;232 E 58th St;New York;NY;Indian;$$;(212-688-4619)
Chow Bar;West Village;230 W Fourth St;New York;NY;Asian \ Asian: Pan-Asian;$$;(212-633-2212)
Chow Bar;Greenwich Village;230 W 4th St at 10th St;New York;NY;Asian: Pan-Asian;;(212-633-2212)
Cibo;Midtown East;767 Second Avenue;New York;NY;American;$$$;
Cinema Cafe On 34th;;505 3rd Ave;New York;NY;;;
Circus;Upper East Side;132 E 61st St;New York;NY;South American \ Brazilian;$$$;(212-223-2965)
City Bakery;Flatiron;3 W 18th St;New York;NY;American \ Cafés & diners;$;(212-366-1414)
City Burger;Midtown West;1410 Broadway;New York;NY;American;$$;(212-997-7770)
City Hall;TriBeCa;131 Duane St;New York;NY;Seafood \ American;$$$;(212-227-7777)
Coffee Shop;Union Square;29 Union Square West;New York;NY;American \ Cafés & diners;$;(212-243-7969)
Colors;East Village;417 Lafayette St;New York;NY;International \ Eclectic;$$$;(212-777-8443)
Compass;Upper West Side;208 W 70th Street;New York;NY;American \ American Creative;$$$;(212-875-8600)
Convivio;Midtown East;45 Tudor City Pl;New York;NY;Italian;$$$$$;(212-599-5045)
Cookshop;Chelsea;156 10th Ave;New York;NY;American;$$$$;(212-924-4440)
Corner Bistro;West Village;331 W 4th St;New York;NY;American;$;(212-242-9502)
Cosette;Murray Hill;163 E 33rd St;New York;NY;French;$$;(212-889-5489)
Cosette;Midtown East;163 E 33rd St btwn Lexington and Third...;New York;NY;French;;(212-889-5489)
Counter;East Village;105 First Ave;New York;NY;Vegetarian \ Vegetarian & Organic;$$;(212-982-5870)
Country;Gramercy / Flatiron;;New York;NY;American Creative;;(212-889-7100)
Cowgirl;West Village;519 Hudson Street;New York;NY;Southwestern \ American Regional;$;(212-633-1133)
Cowgirl;Greenwich Village;519 Hudson St at 10th St;New York;NY;American Regional;;(212-633-1133)
Craft;Union Square;43 E 19th St;New York;NY;American;$$$$$;(212-780-0880)
Craft;Gramercy / Flatiron;;New York;NY;American;;(212-780-0880)
Craftbar;Flatiron;900 Broadway;New York;NY;American \ American Creative;$$$;(212-461-4300)
Craftbar;Gramercy / Flatiron;;New York;NY;American Creative;;(212-461-4300)
Crema Restaurante;Chelsea;111 West 17th Street;New York;NY;Mexican;$$$;
Creole;Harlem;2167 Third Ave;New York;NY;Creole-Cajun;$$;
Crisp;Midtown East;684 3rd Ave;New York;NY;Middle Eastern;$$;
Crispo;West Village;240 W 14th St;New York;NY;Italian;$$$;(212-229-1818)
Crispo;Greenwich Village;240 W 14th St btwn 7th and 8th Aves;New York;NY;Italian;;(212-229-1818)
Cru;Greenwich Village;24 Fifth Ave;New York;NY;Mediterranean \ American Creative;$$$$;(212-529-1700)
Cuba;Greenwich Village;222 Thompson Street;New York;NY;Cuban \ Caribbean: Cuban;$$;(212-420-7878)
Cuba Cafe;Chelsea;200 Eighth Ave;New York;NY;Cuban \ Caribbean: Cuban;$;(212-633-1570)
Cubana Cafe;Greenwich Village;110 Thompson St;New York;NY;Cuban \ Caribbean: Cuban;$;(212-966-5366)
Cube 63;Lower East Side;63 Clinton St;New York;NY;Japanese;$$;(212-228-6751)
Cucina Di Pesce;East Village;87 E 4th St;New York;NY;Italian;$;
Da Antonio;Midtown East;157 E 55th St;New York;NY;Italian;$$$$;
Da Ciro;Murray Hill;229 Lexington Ave;New York;NY;Italian;$$;
Da Nico;Chinatown/Little Italy;164 Mulberry St.;New York;NY;Italian;$$;(212-343-1212)
Da Silvano;Greenwich Village;260 6th Avenue;New York;NY;Italian;$$$;(212-982-2343)
Da Umberto;;107 West 17th Street;New York;NY;Italian;$$$;
Danal;East Village;90 E 10th St;New York;NY;French;$$;(212-982-6930)
Daniel;Upper East Side;60 E 65th St;New York;NY;French;$$$$$;(212-288-0033)
Davidburke & Donatella;Upper East Side;133 E 61st St;New York;NY;American;$$$$;
Dawat;Midtown East;210 E 58th St;New York;NY;Indian;$$$;(212-355-7555)
Degustation;East Village;239 E Fifth St;New York;NY;Spanish;$$$;(212-979-1012)
Del Frisco's;Midtown West;1221 Sixth Ave;New York;NY;Steakhouse;$$$$;
Del Posto;Chelsea;85 10th Ave;New York;NY;Italian;$$$$$;(212-497-8090)
Delmonico's;Financial District;56 Beaver Street;New York;NY;American;$$$$$;(212-509-1144)
Delta Grill;Midtown West;700 Ninth Ave;New York;NY;Creole-Cajun \ American Regional;$$;(212-956-0934)
Demarchelier;Upper East Side;50 E. 86th St.;New York;NY;French;;(212-249-6300)
Demarchelier;Upper East Side;;New York;NY;French;;(212-249-6300)
Dervish Turkish;Midtown West;146 West 47th Street;New York;NY;Middle Eastern;$$;
Desnuda;East Village;122 E 7th St;New York;NY;Seafood \ Eclectic;$$$;(212-254-3515)
Devi;Flatiron;8 E 18th St;New York;NY;Indian;$$$$;
Dim Sum Go Go;Chinatown;5 E Broadway;New York;NY;Chinese;$;(212-732-0797)
Ditch Plains;West Village;29 Bedford St.;New York;NY;Seafood;;(212-633-0202)
Ditch Plains;West Village;;New York;NY;Seafood;;(212-633-0202)
Ditch Plains;Greenwich Village;29 Bedford St at Downing St;New York;NY;Seafood;;(212-633-0202)
Diva;SOHO;341 W Broadway;New York;NY;Italian;$$$;(212-941-9024)
Django;Midtown East;480 Lexington Avenue;New York;NY;French;$$$;
Do Hwa;Greenwich Village;55 Carmine St;New York;NY;Korean;$$;(212-414-1224)
Do Hwa;West Village;;New York;NY;Korean;;(212-414-1224)
Dok Suni;East Village;119 First Ave;New York;NY;Korean;$$;
Dolce Vita;;181 Grand Street;New York;NY;;;
Dolce Vita;SoHo;181 Grand St btwn Baxter and Mulberry...;New York;NY;;;
Don Pedro's;Upper East Side;1865 Second Ave;New York;NY;Caribbean;$$;
Donguri;Upper East Side;309 E 83rd St;New York;NY;Japanese;$$$;(212-737-5656)
Dos Caminos Park;Gramercy Park;373 Park Ave South;New York;NY;Mexican;$$;
Dos Caminos Soho;SOHO;475 West Broadway;New York;NY;Mexican;$$$;(212-277-4300)
Dos Caminos Soho;SoHo;475 West Broadway at Houston St;New York;NY;Mexican;;(212-277-4300)
Doyers Vietnamese;Chinatown;11-13 Doyers St;New York;NY;Asian;$;
Duane Park Cafe;TriBeCa;157 Duane St;New York;NY;American;$$$;
Dylan Prime;TriBeCa;62 Laight St;New York;NY;Steakhouse \ Steakhouses;$$$$$;(212-334-4783)
Dylan Prime;Tribeca;;New York;NY;Steakhouses;;(212-334-4783)
E.A.T.;Upper East Side;1064 Madison Avenue;New York;NY;American;$$;
East Of Eighth;;254 West 23rd St;New York;NY;;;
Eatery;Midtown West;798 9th Ave;New York;NY;American \ Eclectic;$;(212-765-7080)
Eight Mile Creek;Little Italy;240 Mulberry St;New York;NY;Australian \ Australian & New Zealand;$$;(212-431-4635)
El Charro Espanol;Greenwich Village;4 Charles St;New York;NY;Spanish;$$$;
El Faro;West Village;823 Greenwich St;New York;NY;Spanish;$$;(212-929-8210)
El Parador Cafe;Murray Hill;325 E 34th St;New York;NY;Mexican;$$;(212-679-6812)
El Parador Cafe;Midtown East;;New York;NY;Mexican;;(212-679-6812)
El Pote;Murray Hill;718 2nd Ave;New York;NY;Spanish;$$;
El Quijote;Chelsea;226 W 23rd St;New York;NY;Spanish;$$;(212-929-1855)
El Rio Grande;Midtown East;160 East 38th Street;New York;NY;Southwestern;$$$;
Eleven Madison Park;Gramercy Park;11 Madison Ave;New York;NY;American \ American Creative;$$$$$;(212-889-0905)
Eleven Madison Park;Gramercy / Flatiron;;New York;NY;American Creative;;(212-889-0905)
Elmo;Chelsea;156 Seventh Ave;New York;NY;American;$$;(212-337-8000)
Employees Only;West Village;510 Hudson St;New York;NY;European \ American Creative;$$$;(212-242-3021)
Employees Only;Greenwich Village;510 Hudson St btwn Christopher and West...;New York;NY;American Creative;;(212-242-3021)
En Japanese Brasserie;West Village;435 Hudson St;New York;NY;Japanese;$$$;
Epices Inc;Upper West Side;103 W 70th St;New York;NY;Mediterranean;$$;
Erminia;Upper East Side;250 E 83rd St;New York;NY;Italian;$$$;(212-879-4284)
Esca;Midtown West;402 W 43rd St;New York;NY;Italian;$$$$;(212-564-7272)
Esperanto;East Village;145 Ave C;New York;NY;Nuevo Latino \ Latin American;$$;(212-505-6559)
Essex;Lower East Side;120 Essex St;New York;NY;American \ Eclectic;$;(212-533-9616)
Estancia 460;Midtown West;460 Greenwich St;New York;NY;Argentinean \ Argentine;$$;(212-431-5093)
Estancia 460;Tribeca;;New York;NY;Argentine;;(212-431-5093)
Estiatorio Milos;Midtown West;125 West 55th Street;New York;NY;Greek;$$$$;(212-245-7400)
Etats-Unis;Upper East Side;242 E 81st St;New York;NY;American \ American Creative;$$$;(212-517-8826)
Etcetera Etcetera;Theater;352 W 44th St;New York;NY;Italian \ Mediterranean;$;(212-399-4141)
Etcetera Etcetera;Midtown West;;New York;NY;Mediterranean;;(212-399-4141)
Ethiopian Restaurant;Upper East Side;The, 1582 York Ave;New York;NY;African \ African: Ethiopian;$;(212-717-7311)
Extra Virgin;West Village;259 W 4th St;New York;NY;Mediterranean;$$;(212-691-9359)
F.illi Ponte;Tribeca;39 Desbrosses St.;New York;NY;Italian;$$$$;(212-226-4621)
FR.OG;SOHO;71 Spring Street;New York;NY;French;$$$;
Falai;Lower East Side;68 Clinton St;New York;NY;Italian \ Cafés & diners;$$$;(212-253-1960)
Fat Hippo;;71 Clinto St.;New York;NY;;;
Fatty Crab;Meatpacking District;643 Hudson Street;New York;NY;Indonesian \ Asian: Pan-Asian;$$;(212-352-3590)
Felidia;Midtown East;243 East 58th Street;New York;NY;Italian;$$$$;(212-758-1479)
Fiamma Osteria;SOHO;206 Spring Street;New York;NY;Italian;$$$;
Film Center Cafe;Midtown West;635 9th Avenue;New York;NY;American;$$;(212-262-2525)
Fish;Greenwich Village;280 Bleecker St;New York;NY;Seafood;$$;(212-727-2879)
Fish;West Village;;New York;NY;Seafood;;(212-727-2879)
Five Points;NoLita;31 Great Jones Street;New York;NY;American;$$$;(212-253-5700)
Five Points;East Village;;New York;NY;American;;(212-253-5700)
Forge;TriBeCa;134 Reade St;New York;NY;American;$$$$;(212-941-9401)
Francisco's Centro Vasco;Chelsea;159 W 23rd St;New York;NY;Seafood;;(212-645-6224)
Francisco's Centro Vasco;Chelsea;;New York;NY;Seafood;;(212-645-6224)
Frankie & Johnnie's Steakhouse;Midtown West;32 W 37th St;New York;NY;Steakhouse;$$$;
Frederick's Madison;Upper East Side;768 Madison Ave;New York;NY;Mediterranean;$$$$;
French Roast;Upper West Side;2340 Broadway;New York;NY;Breakfast \ Cafés;$;(212-799-1533)
French Roast;Greenwich Village;2340 Broadway at 85th St;New York;NY;Cafés;;(212-799-1533)
Fresco by Scotto;Midtown East;34 E 52nd St;New York;NY;Italian;$$$;(212-935-3434)
Fresh;TriBeCa;105 Reade St;New York;NY;Seafood;$$$;(212-406-1900)
Gabriela's;Upper West Side;688 Columbus Avenue;New York;NY;Mexican;$$;
Gari;Upper West Side;370 Columbus Ave;New York;NY;Sushi \ Japanese;$$$$$;(212-362-4816)
Gascogne;Chelsea;158 8th Avenue;New York;NY;French;$$$;(212-675-6564)
Gavroche;West Village;212 W 14th St;New York;NY;French;$$$;(212-647-8553)
Geisha;Upper East Side;33 E 61st St;New York;NY;Japanese \ Asian: Pan-Asian;$$$$;(212-813-1112)
Gennaro;Upper West Side;665 Amsterdam Ave;New York;NY;Italian;$$;(212-665-5348)
Ghenet Restaurant;NoLita;284 Mulberry St;New York;NY;African;$;
Giorgione 508;SOHO;508 Greenwich St;New York;NY;Continental;$$$;
Gobo;Upper East Side;1426 Third Ave.;New York;NY;Vegetarian \ Vegetarian & Organic;$$;(212-288-4686)
Gobo;Upper East Side;;New York;NY;Vegetarian & Organic;;(212-288-4686)
Golden Unicorn;;18 E Broadway;New York;NY;;;
Good;West Village;89 Greenwich St;New York;NY;American;$$;(212-691-8080)
Goodies;Chinatown;1 E Broadway;New York;NY;Chinese;$;
Gordon Ramsay;Midtown West;The London NYC;New York;NY;French;$$$$$;
Gramercy Tavern;Union Square;42 E 20th St;New York;NY;American \ American Creative;$$$$;(212-477-0777)
Gramercy Tavern;Gramercy / Flatiron;;New York;NY;American Creative;;(212-477-0777)
Gray's Papaya;Hell's Kitchen;539 8th Avenue;New York;NY;Fast Food;$;
Greenwich Grill;TriBeCa;428 Greenwich St;New York;NY;Californian \ Eclectic;$$$;(212-274-0428)
Greenwich Grill;Tribeca;;New York;NY;Eclectic;;(212-274-0428)
Gyu-Kaku;East Village;;New York;NY;Japanese;;(212-475-2989)
HQ;;90 Thompson St;New York;NY;;;
Hallo Berlin;Midtown West;626 10th Ave.;New York;NY;German;$;(212-977-1944)
Hallo Berlin;Midtown West;;New York;NY;German;;(212-977-1944)
Hangawi;Murray Hill;12 E 32nd Street;New York;NY;Korean;$$$;(212-213-0077)
Hasaki;East Village;210 E Ninth St;New York;NY;Sushi \ Japanese;$$;(212-473-3327)
Hatsuhana;Midtown East;237 Park Ave;New York;NY;Sushi \ Japanese;$$$$;(212-355-3345)
Havana Central;Midtown West;151 W 46th Street;New York;NY;Cuban \ Caribbean: Cuban;$$;(212-398-7440)
Haveli;East Village;100 Second Ave;New York;NY;Indian;$$;(212-982-0533)
Hea;East Village;145 E. 13th St.;New York;NY;Pan-Asian \ Japanese;$$$;(212-982-1688)
Hearth;East Village;403 E 12th St;New York;NY;American;$$$$;(646-602-1300)
Hedeh;NoLita;57 Great Jones St;New York;NY;Sushi \ Japanese;$$$;(212-473-8458)
Heidelberg;Upper East Side;1648 2nd Ave;New York;NY;German;$$;(212-628-2332)
Highline;Meatpacking District;835 Washington St;New York;NY;Asian \ Thai;$$;(212-243-3339)
Hill Country;Chelsea;30 W. 26th St.;New York;NY;Barbecue \ Barbeque;$$;(212-255-4544)
Hispaniola;Harlem;839 W 181st St;New York;NY;Asian \ Caribbean;$$;(212-740-5222)
Holy Basil;East Village;;New York;NY;Asian \ Thai;$;(212-460-5557)
Home;Greenwich Village;20 Cornelia St;New York;NY;American;$$;(212-243-9579)
Hudson Cafeteria;Midtown West;;New York;NY;American;$$$;(212-554-6500)
Hunan Park Restaurant;;235 Columbus Ave;New York;NY;;;
I Sodi;Greenwich Village;105 Christopher St;New York;NY;Italian;$$$;(212-414-5774)
I Sodi;West Village;;New York;NY;Italian;;(212-414-5774)
I Tre Merli;SOHO;463 W Broadway;New York;NY;Italian;$$$;(212-254-8699)
I Tre Merli;Soho;;New York;NY;Italian;;(212-254-8699)
I Trulli;Gramercy Park;122 E 27th St;New York;NY;Italian;$$$;
Icon;Midtown East;;New York;NY;American;$$$;(212-592-8888)
Ideya;SOHO;349 W Broadway;New York;NY;Caribbean \ Latin American;$$;(212-625-1441)
Ideya;Soho;;New York;NY;Latin American;;(212-625-1441)
Ideya;SoHo;349 West Broadway btwn Broome and Grand...;New York;NY;Latin American;;(212-625-1441)
Iguana;;240 W 54th St;New York;NY;;;
Il Bagatto;East Village;192 E Second St;New York;NY;Italian;$$;(212-228-0977)
Il Bastardo;Chelsea;191 Seventh Ave;New York;NY;Steakhouse \ Italian;$$$;(212-675-5980)
Il Brigante;Financial District;214 Front St.;New York;NY;Italian;$$;
Il Buco;NoLita;47 Bond St;New York;NY;Italian;$$$;
Il Cantinori;Greenwich Village;32 East 10th St;New York;NY;Italian;$$$$;(212-673-6044)
Il Cortile;Little Italy;125 Mulberry St;New York;NY;Italian;$$$;
Il Gattopardo;Midtown West;33 W 54th St;New York;NY;Italian;$$$;(212-246-0412)
Il Giglio;TriBeCa;81 Warren St;New York;NY;Italian;$$$$;(212-571-5555)
Il Mulino;Greenwich Village;86 W 3rd St;New York;NY;Italian;$$$$;(212-673-3783)
Il Valentino;Midtown East;;New York;NY;Italian;$$$;(212-355-0001)
Inagiku;Midtown East;;New York;NY;Sushi \ Japanese;$$$$;(212-355-0440)
Indochine;East Village;430 Lafayette St;New York;NY;French \ Vietnamese;$$$;(212-505-5111)
Indochine;Greenwich Village;;New York;NY;Vietnamese;;(212-505-5111)
Indus Valley;Upper West Side;2636 Broadway;New York;NY;Indian;$$;(212-222-9222)
Industria Argentina;Tribeca;329 Greenwich St.;New York;NY;Argentinean \ Argentine;$$$;(212-965-8560)
Industria Argentina;Tribeca;;New York;NY;Argentine;;(212-965-8560)
Insieme;Midtown West;;New York;NY;Italian;$$$$;(212-582-1310)
Ippudo;East Village;65 4th Ave;New York;NY;Japanese;$$$;
Isabella's;Upper West Side;359 Columbus Ave;New York;NY;American;$$;
Ithaka;Upper East Side;308 E 86th St;New York;NY;Greek;$$$;(212-628-9100)
Ivo & Lulu;SOHO;558 Broome St;New York;NY;Caribbean \ French;$;(212-226-4399)
Ivo & Lulu;Soho;;New York;NY;French;;(212-226-4399)
Jacques-Imo's;Upper West Side;366 Columbus Ave;New York;NY;Creole-Cajun;$$;
Jane;Greenwich Village;100 W Houston St;New York;NY;American;$$$;(212-254-7000)
Japonica;Greenwich Village;100 University Pl;New York;NY;Sushi \ Japanese;$$$;(212-243-7752)
Jarnac;West Village;328 W 12th St;New York;NY;French;$$$;(212-924-3413)
Jean Georges;Upper West Side;;New York;NY;French;$$$$$;(212-299-3900)
Jekyll & Hyde Club;Greenwich Village;1409 Ave Of The Americas;New York;NY;American;$$;
Jezebel;Midtown West;630 Ninth Ave;New York;NY;Southern;$$$;
JoJo;Upper East Side;160 E 64th St;New York;NY;French;$$$$;(212-223-5656)
Joe's Pizza;Greenwich Village;7 Carmine St;New York;NY;Pizza;$;
Johnny Utah's;;25 W. 51st St.;New York;NY;;;
Josie's;Upper West Side;300 Amsterdam Avenue;New York;NY;International;$$;
Jules;East Village;65 St Marks Pl;New York;NY;French;$$;(212-477-5560)
Kabab Factory;Murray Hill;101 Lexington Avenue;New York;NY;Indian;$$;
Kai;Upper East Side;822 Madison Ave;New York;NY;Japanese;$$$$;(212-988-7277)
Kaijou;Financial District;21 South End Street;New York;NY;Japanese;$$;
Kanoyama;East Village;175 Second Ave;New York;NY;Sushi \ Japanese;$$;(212-777-5266)
Katz's Delicatessen;Lower East Side;205 East Houston Street;New York;NY;Deli;$;
Kefi;Upper West Side;222 W. 79th St.;New York;NY;Greek;$$$;(212-873-0200)
Kellari Taverna;Midtown West;19 W 44th St;New York;NY;Greek;$$;
Kelley & Ping;SOHO;127 Greene St;New York;NY;Asian;$;
Kin Khao;SOHO;171 Spring Street;New York;NY;Asian;$$;
Kings' Carriage House;Upper East Side;251 E 82nd St;New York;NY;Continental;$$$;
Kittichai;Soho;;New York;NY;Thai;;(212-219-2000)
Klee Brasserie;Chelsea;200 9th Avenue;New York;NY;American \ Eclectic;$$$;(212-633-8033)
Klong;East Village;7 St Marks Pl;New York;NY;Asian \ Thai;$;(212-505-9955)
Knickerbocker Bar & Grill;Greenwich Village;33 University Pl;New York;NY;American;$$$;
Koi;Midtown West;;New York;NY;Asian \ Japanese;$$$$;(212-642-2100)
Kori;TriBeCa;253 Church St;New York;NY;Korean;$$;(212-334-0908)
Kori;Tribeca;;New York;NY;Korean;;(212-334-0908)
Kum Gang San;Midtown West;49 W 32nd St;New York;NY;Korean;$$;(212-967-0909)
Kuma Inn;Lower East Side;113 Ludlow St;New York;NY;Southeast Asian \ Asian: Pan-Asian;$$;(212-353-8866)
Kuruma Zushi;Midtown East;;New York;NY;Sushi \ Japanese;$$$$$;(212-317-2802)
Kyma;Midtown West;300 W 46th St;New York;NY;Greek;$$$;
Kyo Ya;East Village;94 E 7th St;New York;NY;Japanese;$$$$;(212-982-4140)
L'Allegria;Theater;623 9th Ave;New York;NY;Italian;$$;
L'Atelier de Joel Robuchon;Midtown East;57 E. 57th Street;New York;NY;French;$$$$$;
L'Ecole;SOHO;462 Broadway;New York;NY;French;$$$;
La Belle Vie;Chelsea;184 Eighth Ave;New York;NY;French;$$;
La Bergamote;Chelsea;169 Ninth Ave;New York;NY;French;$;
La Boite En Bois;Upper West Side;75 W 68th St;New York;NY;French;$$$;(212-874-2705)
La Goulue;Upper East Side;746 Madison Ave;New York;NY;French;$$$;(212-988-8169)
La Grenouille;Midtown East;3 E 52nd St;New York;NY;French;$$$$;(212-752-1495)
La Grolla;;413 Amsterdam Ave;New York;NY;;;
La Mela Ristorante;Little Italy;167 Mulberry St;New York;NY;Italian;$$;
La Paella;East Village;214 E Ninth St;New York;NY;Spanish;$$;(212-598-4321)
La Palapa;Greenwich Village;77 St Marks Pl;New York;NY;Mexican;$$;(212-777-2537)
La Palapa;East Village;;New York;NY;Mexican;;(212-777-2537)
La Pizza Fresca Ristorante;Union Square;31 E 20th St;New York;NY;Italian;$$;
La Tour;;1319 3rd Ave.;New York;NY;French;$$$$;
La Vela;Upper West Side;373 Amsterdam Ave;New York;NY;Italian;$$;
La Vineria;Midtown West;;New York;NY;Italian;;(212-258-2900)
Lan;East Village;56 Third Ave;New York;NY;Sushi \ Japanese;$$;(212-254-1959)
Land;;450 Amsterdam Ave;New York;NY;;;
Land Thai Kitchen;Upper West Side;450 Amsterdam Ave;New York;NY;Thai;$$;(212-501-8121)
Lavagna;East Village;545 E. Fifth St.;New York;NY;Italian;$$$;(212-979-1005)
Lavagna;East Village;;New York;NY;Italian;;(212-979-1005)
Le Bernardin;Midtown West;155 W 51st St;New York;NY;Seafood \ French;$$$$$;(212-489-1515)
Le Bilboquet;Upper East Side;25 E 63rd St;New York;NY;French;$$$;(212-751-3036)
Le Gigot;Greenwich Village;18 Cornelia St;New York;NY;French;$$$;(212-627-3737)
Le Gigot;West Village;;New York;NY;French;;(212-627-3737)
Le Jardin Bistro;NoLita;25 Cleveland Pl;New York;NY;French;$$$;(212-343-9599)
Le Madeleine;Midtown West;403 W 43rd Street;New York;NY;French;$$$;
Le Miu;East Village;107 Ave. A;New York;NY;Sushi \ Japanese;$$$;(212-473-3100)
Le Miu;East Village;;New York;NY;Japanese;;(212-473-3100)
Le Monde;Harlem;2885 Broadway;New York;NY;French;$$;(212-531-3939)
Le Monde;Upper West Side;2885 Broadway btwn 112th and 113th Sts;New York;NY;French;;(212-531-3939)
Le Pere Pinard;Lower East Side;175 Ludlow St;New York;NY;French;$$;
Le Souk;Midtown East;47 Ave B;New York;NY;African \ Moroccan;$$;(212-777-5454)
Le Souk;East Village;;New York;NY;Moroccan;;(212-777-5454)
Le Zie 2000;Chelsea;172 Seventh Ave;New York;NY;Italian;$$;(212-206-8686)
Leela Lounge;Greenwich Village;1 W. Third St.;New York;NY;Indian;$$;(212-529-2059)
Leela Lounge;Greenwich Village;;New York;NY;Indian;;(212-529-2059)
Les Enfants Terribles;Lower East Side;37 Canal St;New York;NY;African \ African: Pan-African;$$;(212-777-7518)
Les Halles;Gramercy Park;411 Park Ave S;New York;NY;French;$$$;(212-679-4111)
Lima's Taste;West Village;122 Christopher St;New York;NY;South American \ Peruvian;$;(212-242-0010)
Lime Leaf;Upper West Side;2799 Broadway;New York;NY;Thai;;(212-864-5000)
Lime Leaf;Upper West Side;;New York;NY;Thai;;(212-864-5000)
Lisca;Upper West Side;660 Amsterdam Ave;New York;NY;Italian;;(212-799-3987)
Lisca;Upper West Side;;New York;NY;Italian;;(212-799-3987)
Little Giant;Lower East Side;85 Orchard St;New York;NY;American \ Cafés & diners;$$$$;(212-226-5047)
Little Owl;West Village;90 Bedford Street;New York;NY;American;$$$;
Lombardi's;NoLita;32 Spring St;New York;NY;Pizza;$;
Lomito;SOHO;300 Spring St;New York;NY;Argentinean;$$$;
Londel's Supper Club;Harlem;2620 Frederick Douglas Blvd;New York;NY;Southern;$$;
Loreley;Lower East Side;7 Rivington St.;New York;NY;German;;(212-253-7077)
Loreley;Lower East Side;7 Rivington St btwn Bowery and Chrystie...;New York;NY;German;;(212-253-7077)
Los Dos Molinos;Gramercy Park;119 E 18th St;New York;NY;Southwestern \ American Regional;$$;(212-505-1574)
Loside;Lower East Side;157 E Houston Street;New York;NY;American;$;
Lucien;East Village;14 1st Ave;New York;NY;French;$$;(212-260-6481)
Lucy Latin Kitchen;Flatiron;35 E 18th St;New York;NY;Nuevo Latino;$$$;
Lupa;Greenwich Village;170 Thompson St;New York;NY;Italian;$$$$;(212-982-5089)
Lusardi's;Upper East Side;1494 Second Ave;New York;NY;Italian;$$$$;
Luzia's;;429 Amsterdam Ave.;New York;NY;;;
Macelleria;Meatpacking District;48 Gansevoort St;New York;NY;Italian;$$$;(212-741-2555)
Madison Bistro;Murray Hill;238 Madison Ave;New York;NY;French;$$$;
Mai House;TriBeCa;186 Franklin Street;New York;NY;Vietnamese;$$$;(212-431-0606)
Mai House;Tribeca;;New York;NY;Vietnamese;;(212-431-0606)
Malatesta Trattoria;West Village;649 Washington St;New York;NY;Italian;$$;(212-741-1207)
Mama Mexico;Midtown East;2672 Broadway;New York;NY;Mexican;$$;
Mama's Food Shop;East Village;200 E Third St;New York;NY;American;$;
Mamlouk;East Village;211 East 4th St;New York;NY;Middle Eastern;$$$;
Mandarin Court;Chinatown;61 Mott St;New York;NY;Chinese;$;
Mandoo Bar;Midtown West;2 W 32nd St;New York;NY;Korean;$;(212-279-3075)
Mara's Homemade;East Village;342 E Sixth St;New York;NY;Creole-Cajun;$$;
Mare;Chelsea;198 Eighth Ave;New York;NY;Seafood;$$;(212-675-7522)
Maremma;West Village;228 W 10th St;New York;NY;Italian;$$$;
MarkJoseph Steakhouse;Financial District;261 Water St;New York;NY;Steakhouse \ Steakhouses;$$$$;(212-277-0020)
Market Table;West Village;54 Carmine St;New York;NY;American;$$$$;(212-255-2100)
Market Table;West Village;;New York;NY;American;;(212-255-2100)
Markt;Flatiron;676 6th Avenue;New York;NY;Belgian;$$$;(212-727-3314)
Markt;Chelsea;;New York;NY;Belgian;;(212-727-3314)
Maroons;Chelsea;244 W 16th St;New York;NY;Southern \ Caribbean: Jamaican;$$;(212-206-8640)
Marseille;Midtown West;630 Ninth Ave;New York;NY;French;$$$;(212-333-3410)
Mary's Fish Camp;West Village;64 Charles St;New York;NY;Seafood;$$;
Matsuri;Chelsea;;New York;NY;Japanese;;(212-243-6400)
Max;East Village;1274 Amsterdam Ave;New York;NY;Italian;$;(212-539-0111)
Maya;Midtown East;1191 First Avenue;New York;NY;Mexican;$$$$;(212-585-1818)
Maya;Upper East Side;;New York;NY;Mexican;;(212-585-1818)
Mediterraneo;Upper East Side;1260 Second Ave;New York;NY;Italian;$$;
Megu;TriBeCa;62 Thomas St;New York;NY;Japanese;$$$$$;(212-964-7777)
Megu;Tribeca;;New York;NY;Japanese;;(212-964-7777)
Meltemi;Midtown East;905 First Ave;New York;NY;Greek;$$$;
Mercadito;East Village;179 Ave B;New York;NY;Mexican;$$;(212-529-6493)
Mercadito Grove;West Village;100 Seventh Ave S;New York;NY;Mexican;$$;(212-647-0830)
Mercadito Grove;Greenwich Village;100 Seventh Ave So at Grove St;New York;NY;Mexican;;(212-647-0830)
Mercat;SOHO;45 Bond Street;New York;NY;Spanish;$$$$;(212-529-8600)
Mercat;East Village;;New York;NY;Spanish;;(212-529-8600)
Mercer Kitchen;SOHO;99 Prince Street;New York;NY;American;$$$$;
