Name;Neighborhood;Address;Country;Country code;Type;Cost;Phone
Aretsky's Patroon;Midtown East;;New York;NY;;;
Arezzo (CLOSED);Chelsea;;New York;NY;Italian;;(212-206-0555)
Arezzo (CLOSED);Flatiron;46 W 22nd St;New York;NY;Italian;$$$;(212-206-0555)
Arezzo Ristorante;;46 West 22nd St;New York;NY;;;
Argentine Pavilion;;32 West 46th Street;New York;NY;;;
Argentine Pavillion;Midtown West;;New York;NY;;;
Aria Restaurant;;253 E 52nd St;New York;NY;;;
Ariana;Midtown West;787 9th Ave-Btwn 52nd & 53rd St;New York;NY;Afghan;;(212-262-2323)
Ariana Afghan Kebab House;Hell's Kitchen;;New York;NY;;;
Ariana Afghan Kebab Restaurant;;787 9th Avenue Apt 3N;New York;NY;;;
Ariana Afghan Kebab Restaurant;Midtown West;;New York;NY;;;
Ariana787;;9th Ave-;New York;NY;;;
Ariose Cafe;;193 2nd Avenue;New York;NY;;;
Arioso;;120 W 23rd St;New York;NY;;;
Arirang;;32 W 32nd St-;New York;NY;;;
Aris' Gourmet Delicatessen;;2566 Amsterdam Av;New York;NY;;;
Aristocratic Deli;;208 West 23rd Street;New York;NY;;;
Aristotle Coffee Shop;;350 Park Ave S;New York;NY;;;
Arium;Meatpacking District;;New York;NY;Cafés & diners;;(212-463-8630)
Ariyoshi;;226 E 53rd St-Btwn 2nd & 3rd Ave;New York;NY;;;
Ariyoshi;East Village;806 Broadway btwn 11th and 12th Sts;New York;NY;Japanese;;(212-388-1884)
Ariyoshi;Midtown East;;New York;NY;;;
Ariyoshi Japanese Restaurants;;226 East 53rd Street Apt 2B;New York;NY;;;
Arizona 206 Restaurant;;206 East 60th Street;New York;NY;;;
Ark Restaurant;;25 W 40th St;New York;NY;;;
Ark Restaurant Corporation;;19 Fulton Street;New York;NY;;;
Ark Resturants Corporation;;625 Broadway;New York;NY;;;
Arka Lounge;Washington Heights;4488 Broadway;New York;NY;;;
Arlecchino Ristorante Italiano;;192 Bleecker St;New York;NY;;;
Arlette Restaurant;;206 Dyckman Street;New York;NY;;;
Arlo & Esme;East Village;42 E 1st St-between First and Second Aves;New York;NY;Food or Beverage Shop;;(212-777-5617)
Armani Ristorante;Midtown West;;New York;NY;;;
Armani/Ristorante;;5th Avenue717 5th Ave-;New York;NY;;;
Armani/Ristorante 5th Avenue;;;New York;NY;;;
Armstrongs Saloon;;875 10th Ave # 1;New York;NY;;;
Arno Restaurant;Midtown West;;New York;NY;;;
Arno Ristorante;;141 W 38th St-Btwn Broadway & 7th Ave;New York;NY;;;
Aroma;;28 West 46th Street Frnt;New York;NY;;;
Aroma;Nolita;36 E Fourth St;New York;NY;Italian;$$;
Aroma Chinese Restaurant;;465 West 125th Street Apt 12;New York;NY;;;
Aroma Espresso Bar;;;New York;NY;;;
Aroma Espresso Bar;Greenwich Village;145 Greene St-at Houston St;New York;NY;Cafés & diners;;(212-533-1094)
Aroma Espresso Bar;Upper West Side;161 W 72nd St-between Columbus and Amsterdam Aves;New York;NY;Cafés & diners;;(no phone yet)
Aroma Kitchen & Wine Bar;;36 East 4;New York;NY;;;
Aroma Kitchen and Winebar;East Village;36 E 4th St-between Bowery and Lafayette St;New York;NY;Italian;;(212-375-0100)
Aroma36 E;;4th St-;New York;NY;;;
Arome;;325 Broadway-Btwn Worth & Thomas St;New York;NY;;;
Arome Deli & Pizzeria;;138 W 32nd St-Btwn 6th & 7th Ave;New York;NY;;;
Aron's Restaurant;;60 West 48;New York;NY;;;
Arons Restaurant;;15 W 47th St;New York;NY;;;
Around The Clock 24 Hour;E. Village;;New York;NY;;;
Around the Clock;;8 Stuyvesant St-Btwn 3rd Ave & 9th St;New York;NY;;;
Around the Clock Inc;;484 9th Avenue;New York;NY;;;
Arqua;Tribeca/soho;;New York;NY;;;
Arqua Restaurant;Tribeca;281 Church Street;New York;NY;Italian;$$$;(212-334-1888)
Arriba Arriba;;762 9th Ave-At 51st St;New York;NY;;;
Arriba Arriba;Hell's Kitchen;;New York;NY;;;
Arriba Arriba East;Upper E. Side;1463 Third Ave;New York;NY;American;$;
Arriba Arriba Mexican Restaurant Inc;Midtown West;762 9th Ave;New York;NY;Mexican;;(212-489-0810)
Arriba Arriba! - East;;1463 Third Avenue;New York;NY;;;
Arrow Seafood;;22 Fulton Market;New York;NY;;;
Arsenal Cafe;;830 5th Avenue;New York;NY;;;
Arshad AZAD;;342 East 6th Street;New York;NY;;;
Arshile;;166 1 Av;New York;NY;;;
Art Bar;;52 8 Av;New York;NY;;;
Art Bar52;;8th Ave-;New York;NY;;;
Art Cafe Restaurant;;1657 Broadway;New York;NY;;;
Art Cafe Restaurant;Midtown West;;New York;NY;;;
Art Crafters Inc;;524 East 5th Street Frnt;New York;NY;;;
Arte;Greenwich Village;21 E 9th St btwn Fifth Ave and...;New York;NY;;;
Arte Around the Corner;;274 Columbus Ave-At 73rd St;New York;NY;;;
Arte Cafe;Upper W. Side;;New York;NY;;;
Arte Café;Upper West Side;106 W 73rd St;New York;NY;Italian;$$;
Arte Restaurant;;21 E 9th St-Btwn 5th Ave & University Pl;New York;NY;;;
Artepasta;;81 Greenwich Avenue;New York;NY;;;
Artepasta;W. Village;;New York;NY;;;
Artevino;Upper West Side;274 Columbus Ave-between 72nd and 73rd Sts;New York;NY;Italian;;(212-875-2195)
Arthur Tracher Fish & Chips;;901 Avenue Of The Americas;New York;NY;;;
Arthur's Tavern;;57 Grove Street;New York;NY;;;
Artichoke Basille's Pizza & Brewery;East Village;;New York;NY;Pizza;$$;
Artichoke Basille's Pizza and Brewery;East Village;;New York;NY;;;
Artichoke Basille’s Pizza and Brewery;East Village;328 E 14th St-Btwn 1st & 2nd Ave;New York;NY;Italian;;(212-228-2004)
Artie's Deli;West 80s;2290 Broadway;New York;NY;;;
Artie's Delicatessen;;2290 Broadway;New York;NY;;;
Arties Delicatessen and Caterers;Upper W. Side;;New York;NY;American;;(212-579-5959)
Artisanal;Lower East Side;2 Park Avenue;New York;NY;French;$$$;
Artisanal;Midtown East;2 Park Ave-at 32nd St;New York;NY;French;;(212-725-8585)
Artisanal;Murray Hill;;New York;NY;;;
Artisanal Cheese Center;Midtown West;500 W 37th St-at Tenth Ave;New York;NY;French;;(212-239-1200)
Artos Restaurant;;307 E 53rd St;New York;NY;;;
Arturo's;;106 W Houston St-At Thompson St;New York;NY;;;
Arturo's;Upper E. Side;;New York;NY;;;
Arturo's Pizza;;1610 York Avenue;New York;NY;;;
Arturo's Pizzeria;Greenwich Village;106 W Houston St;New York;NY;Italian;$;
Arturo's Pizzeria;W. Village;;New York;NY;;;
Arturos Restaurant;Greenwich Village;106 W Houston St;New York;NY;Italian \ Italian: Pizza;$;(212-677-3820)
Arté;E. Village;;New York;NY;;;
Arté;Greenwich Village;21 E 9th St-between Fifth Ave and University Pl;New York;NY;Italian;;(212-473-0077)
Asahi;;311 W 48th St-Btwn 8th & 9th Ave;New York;NY;;;
Asahi311 W;;48th St-;New York;NY;;;
Asgbc;;125 Canal St;New York;NY;;;
Ashby's;;64 W 22nd St-Btwn 5th & 6th Ave;New York;NY;;;
Ashby's64 W;;22nd St-;New York;NY;;;
Ashkara;;189 E Houston St-At Orchard St;New York;NY;;;
Ashkara;Lower East Side;;New York;NY;;;
Ashkara18;;9 E Houston St-;New York;NY;;;
Ashton's Bar & Restaurant;Midtown East;;New York;NY;;;
Ashton's Cafe;;805 3rd Ave-Btwn 49th & 50th St;New York;NY;;;
Ashton's Restaurant;;208 E 50th St-Btwn 2nd & 3rd Ave;New York;NY;;;
Asia Culture Inc;;10 East 39;New York;NY;;;
Asia De Cuba;Murray Hill;237 Madison Ave;New York;NY;Asian;$$$$;
Asia Grill;;1239 2nd Avenue;New York;NY;;;
Asia Grill & Ichiro;;21239 2nd Ave-;New York;NY;;;
Asia Kan;;;New York;NY;;;
Asia Roma;;40 Mulberry St;New York;NY;;;
Asia Roma;Chinatown;;New York;NY;;;
Asia Society Garden Court Cafe;;725 Park Avenue;New York;NY;;;
Asia de Cuba;;237 Madison Ave-Btwn 37th & 38th St;New York;NY;;;
Asia de Cuba;Midtown East;;New York;NY;Asian: Pan-Asian;;(212-726-7755)
Asia de Cuba - New York;Murray Hill;;New York;NY;;;
Asiakan;Upper West Side;710 Amsterdam Ave.;New York;NY;Pan-Asian \ Asian: Pan-Asian;$;(212-280-8878)
Asian Bistro;;;New York;NY;;;
Asian Bowl;;155 E 52nd-Btwn Lexington & 3rd Ave;New York;NY;;;
Asian Dragon;;207 East 59th Street;New York;NY;;;
Asian Express;;236 E 23rd St-Btwn 2nd & 3rd Ave;New York;NY;;;
Asian Fusion on Stone;;11 Stone St-Btwn Broad & Whitehall St;New York;NY;;;
Asiana;;;New York;NY;;;
Asiana (CLOSED);;120 E 34th St-;New York;NY;;;
Asiana On Avenue A Corp;;172 E 4th St;New York;NY;;;
Asiana Restaurant and Bar;Midtown West;;New York;NY;Asian: Pan-Asian;;(212-712-7666)
Asiate;Columbus Circle;;New York;NY;;;
Asiate;Upper W. Side;80 Columbus Cir at 60th Street;New York;NY;French;$$$$;
Askew (CLOSED);Greenwich Village;504 La Guardia Place;New York;NY;Eclectic;;(212-529-3560)
Askew Restaurant LLC;;504 Laguardia Pl;New York;NY;;;
Aspen;Flatiron;;New York;NY;;;
Aspen;Gramercy/flatiron;30 W 22nd St;New York;NY;American Creative;;(212-645-5040)
Aspen Social Club;Midtown West;157 W 47th St;New York;NY;American;$$$$;(212-221-7200)
Aspen Social Club;Times Square;;New York;NY;;;
Aspen30 W;;22nd St-;New York;NY;;;
Assenzio;E. Village;;New York;NY;Italian;;(212-677-9466)
Asti Restaurant Inc;;13 E 12th St;New York;NY;;;
Astor Center;;;New York;NY;;;
Astor Court;;2 East 55th Street;New York;NY;;;
Astor Place;;;New York;NY;;;
Astor Wines & Spirits;Greenwich Village;399 Lafayette St-at 4th St;New York;NY;Food or Beverage Shop;;(212-674-7500)
Astor's Inc;;428 Lafayette Street;New York;NY;;;
Astra;;979 3rd Ave-Btwn 58th & 59th St;New York;NY;;;
Astra;Midtown East;;New York;NY;;;
Astra979;;3rd Ave-;New York;NY;;;
Astro Restaurant;;101 W 55th St-Corner of 55th St;New York;NY;;;
Astrons;;3795 Broadway;New York;NY;;;
Asylum;;149 Bleecker Street;New York;NY;;;
At Vermilion;Midtown East;;New York;NY;Eclectic;;(212-871-6600)
Ate & Ate at Columbus;;574 Columbus Avenue;New York;NY;;;
Ate Avenue;Chelsea;169 8th Ave-Btwn 18th & 19th St;New York;NY;American;;(646-763-8355)
Atelier, Ritz-Carlton Hotel;West 50s;50 Central Park South;New York;NY;;;
Atlantic Catering;;64 E 1st St-Btwn 1st & 2nd Ave;New York;NY;;;
Atlantic Grill;Upper E. Side;1341 Third Ave;New York;NY;Seafood;$$$;(212-988-9200)
Atlantis Seafood Wholesale Corporation;;62 Allen Street;New York;NY;;;
Atlas;;;New York;NY;;;
Atlas Cafe;East Village;;New York;NY;;;
Atlas Restaurant;;40 Central Park South;New York;NY;;;
Atnhos;;;New York;NY;Greek;$$$$;
Atomic Wings;;1140 2 Av;New York;NY;;;
Atomic Wings;East Village;184 First Ave-between 11th & 12th;New York;NY;American;;(212-505-7272)
Atomic Wings;Midtown West;528 Ninth Ave-between 39th and 40th Sts;New York;NY;American;;(212-760-9090)
Atomic Wings;Upper E. Side;;New York;NY;American;;(212-772-8400)
Atomic Wings @ Bar Costal;Upper E. Side;;New York;NY;American;;(212-772-8400)
Atomic Wings @ Down the Hatch;;179 West 4th Street;New York;NY;;;
Atomic Wings @ The Blue Room;Upper East Side;1140 Second Ave-at 60th St;New York;NY;American;;(212-888-5777)
Atomic Wings at Down the Hatch;;179 West 4th Street;New York;NY;;;
Atria;Midtown West;;New York;NY;Eclectic;;(212-262-4600)
Atria13-1;;5 W 54th St-;New York;NY;;;
Atrium Cafe;;485 7 Av;New York;NY;;;
Atrium Delicatessen;;485 Fashion Avenue Frnt 1;New York;NY;;;
Atrium Gourmet Deli;;485 7th Ave-Btwn 36th & 37th St;New York;NY;;;
Au Bon Croissant Inc;;125 Fulton St;New York;NY;;;
Au Bon Pain;;1 State Street Plz;New York;NY;;;
Au Bon Pain Co Inc;;350 5th Ave;New York;NY;;;
Au Bon Pain Restaurant;;220 E 42nd St;New York;NY;;;
Au Bon Pain in Macy's;;151 West 34th Street;New York;NY;;;
Au Bon Pain in Port Authority;;625 8th Avenue;New York;NY;;;
Au Bon Pain in the World Financial Center;;200 Liberty Street;New York;NY;;;
Au Cafe;;1700 Broadway # 1;New York;NY;;;
Au Mandarin;;200 Vesey St-At West St;New York;NY;;;
Au Mandarin;Financial/battery Pk;;New York;NY;Chinese;$$;
Au Troquet;;328 W 12th St;New York;NY;;;
Au-Bon Pain;;60 Broad Street;New York;NY;;;
Au-Bon Pain Inc;;625 8th Avenue;New York;NY;;;
Au-Bon Pain Restaurant;;200 Liberty Street;New York;NY;;;
Au-bon Pain Restaurant;;350 5th Ave;New York;NY;;;
Aucanari D'Or;;134 East 61st Street;New York;NY;;;
Auction House;;300 E 89th St;New York;NY;;;
Audubon Bar & Grill;;3956 Broadway;New York;NY;;;
Audubon Restaurant Inc;;300 Audubon Avenue;New York;NY;;;
August;Greenwich Village;359 Bleecker St btwn Charles and W 10th...;New York;NY;Eclectic;;(212-929-4774)
August;W. Village;359 Bleecker St;New York;NY;European \ Eclectic;$$$;(212-929-4774)
Augusta Japanese Restaurant Associated I;;18 East 16th Street Frnt;New York;NY;;;
Aunt Bs Restaurant;;186 Avenue B;New York;NY;;;
Auntie Anne's Pretzels;;664 8th Avenue;New York;NY;;;
Aura;;462 9th Ave-Btwn 35th & 36th St;New York;NY;;;
Aura;Hell's Kitchen;;New York;NY;;;
Aureole;Midtown East;;New York;NY;American;$$$$$;
Aureole (CLOSED);Upper E. Side;;New York;NY;American Creative;;(212-319-1660)
Aureole Restaurant;;34 East 61st Street;New York;NY;;;
Aureole34 E;;61st St-;New York;NY;;;
Aurora;Soho;;New York;NY;Italian;$$;
Aurora - Soho;Soho;;New York;NY;Italian;;(212-334-9020)
Aurora Soho;Soho;510 Broome St-Btwn Thompson St & W Broadway;New York;NY;Italian;;(212-334-9020)
Aurum Mediterranean Bar & Grill;;2252 1st Ave-Btwn 115th & 116th St;New York;NY;;;
Aussie Grilled Chicken;;1343 2nd Ave;New York;NY;;;
Austin's Cafe;;10 Park Ave-At 34th St;New York;NY;;;
Automatic Slims Inc;West Village;733 Washington Street;New York;NY;American Regional;;(212-645-8660)
Aux Pains Perdus Inc;;26 Broadway # 1;New York;NY;;;
Ava Lounge;;210 West 55th Street;New York;NY;;;
Avalon;;47 W. 20th St.;New York;NY;;;
Avalon Bar & Grill;;16 E 32nd St-Btwn Madison & 5th Ave;New York;NY;;;
Aveda Institute;Tribeca/soho;;New York;NY;;;
Avenue A Japanese Restaurant;;105 Avenue A;New York;NY;;;
Avenue A Sushi;E. Village;;New York;NY;Japanese;;(212-982-8109)
Avi & David's Bagels;;1046 3rd Ave-At 62nd St;New York;NY;;;
Avon Bistro (CLOSED);Midtown East;;New York;NY;Eclectic;;(212-752-9587)
Avondale Caterers;;155 E 52nd St-Btwn 3rd & Lexington Ave;New York;NY;;;
Avra Estiatorio;Midtown East;141 E 48th St;New York;NY;Greek;$$$$;(212-759-8550)
Avra141 E;;48th St-;New York;NY;;;
Awash;East Village;;New York;NY;African: Ethiopian;;(212-982-9589)
Awash Ethiopian Restaurant;Upper W. Side;;New York;NY;African: Ethiopian;;(212-961-1416)
Awash Ethiopian Restaurant;Upper West Side;947 Amsterdam Ave.;New York;NY;Ethiopian \ African: Ethiopian;;(212-961-1416)
Awash338 E;;6th St-;New York;NY;;;
Axum Cafe;;324 W 49th St;New York;NY;;;
Aya International LLC;;576 5th Avenue Lbby;New York;NY;;;
Ayurveda Cafe;Upper West Side;706 Amsterdam Avenue Frnt;New York;NY;Indian;;(212-932-2400)
Ayyy Restaurant Corporation;;600 Columbus Avenue;New York;NY;;;
Ayza Cafe & Wine Bar;;11 West 31st Street;New York;NY;;;
Ayza Cafe and Wine Bar;Midtown East;11 W 31st St btwn Fifth Ave and Broadway;New York;NY;Eclectic;;(212-714-2992)
Ayza Wine And Chocolate Bar;Midtown East;11 W 31st St btwn Fifth Ave and Broadway;New York;NY;Eclectic;;(212-714-2992)
Ayza Wine Bar & Chocolate Bar;;11 W 31st St-Btwn 5th Ave & Broadway;New York;NY;;;
Azafran;Tribeca/soho;77 Warren St;New York;NY;Spanish;$$$;(212-284-0577)
Azalea;Times Square;;New York;NY;;;
Azalea Ristorante;Midtown West;224 West 51st Street;New York;NY;Italian;;(212-262-0105)
Azalea224 W;;51st St-;New York;NY;;;
Azaza;Midtown East;;New York;NY;;;
Azaza Restaurant;;891 1st Avenue @ 50th Street;New York;NY;;;
Azucar (Guantanamera);Midtown West;939 Eighth Avenue;New York;NY;Cuban \ Caribbean: Cuban;$$;(212-262-5354)
Azukar Deli;;66 Avenue C;New York;NY;;;
Azuki;;239 Park Avenue South;New York;NY;;;
Azuki Japanese Restaurant;;239 Park Av;New York;NY;;;
Azuki Sushi;;239 Park Ave S-Btwn 19th & 20th St;New York;NY;;;
Azuki Sushi;Gramercy;;New York;NY;;;
Azuki520;;8th Ave-;New York;NY;;;
Azul Argentine Bistro;Lower E. Side;;New York;NY;Argentine;;(646-602-2004)
Azul Argentine Bistro;Lower East Side;152 Stanton St-at Suffolk St;New York;NY;Argentine;;(646-602-2004)
Azul Bistro;Lower East Side;152 Stanton St-At Suffolk St;New York;NY;;;
Azure;;484 Amsterdam Ave;New York;NY;;;
Azure830;;3rd Ave-;New York;NY;;;
Azuri Cafe;Hell's Kitchen;;New York;NY;;;
Azuri Cafe;Midtown West;465 W 51st St;New York;NY;Jewish;$;
Azusa of Japan;;3 E 44th St-At 5th Ave;New York;NY;;;
Azusa of Japan;Midtown West;;New York;NY;;;
Azza;;137 E. 55th St. at Lexington;New York;NY;;;
Azza;Midtown East;137 E. 55th Street;New York;NY;Moroccan;$$$$;
Azza137 E;;55th St-;New York;NY;;;
Azáza;Midtown East;891 First Ave-at 50th St;New York;NY;Chinese;;(212-751-0700)
B & H Dairy Restaurant;;127 2nd Avenue;New York;NY;;;
B & R Snack Bar;;40 E 132nd St;New York;NY;;;
B & T Supreme Pizza;;132 East 86th Street;New York;NY;;;
B & T Supreme Pizza Inc;;1276 Lexington Avenue;New York;NY;;;
B 3;;33 Avenue B;New York;NY;;;
B 52 Clam Bar;;27 Park Place;New York;NY;;;
B B Doyles;;302 West 51st Street;New York;NY;;;
B B Q Restaurant;;132 2nd Avenue;New York;NY;;;
B Bar & Grill;East Village;40 E 4th St-At Bowery St;New York;NY;American;;(212-475-2220)
B Cup;;212 Avenue B-At 13th St;New York;NY;;;
B Express;;174 Ave B-At 11th St;New York;NY;;;
B Flat;;277 Church St-Btwn Franklin & White St;New York;NY;;;
B R Guest Inc;;225 Park Ave S # 205;New York;NY;;;
B Side;;204 Avenue B;New York;NY;;;
B Smith's Restaurant;;320 West 46th Street Frnt;New York;NY;;;
B&H;East Village;;New York;NY;;;
B'un;Chinatown;143 Grand St.;New York;NY;;;
B-Bap Fusion Rice Bar;;;New York;NY;;;
B-Bap Fusion Rice Bar;Midtown East;830 Ninth Ave-between 54th and 55th Sts;New York;NY;Korean;;(212-315-0033)
B-Bar & Grill- a.k.a. Bowery Bar;;40 E 4th St;New York;NY;;;
B. B. King Blues Club;;237 West 42nd Street;New York;NY;;;
B. Cafe;Upper East Side;;New York;NY;Belgian;;(212-249-3300)
B. Cafe West;Upper East Side;;New York;NY;Belgian;;(212-873-0003)
B. Cafe24;;0 E 75th St-;New York;NY;;;
B. Frites;;1657 Broadway;New York;NY;;;
B. Smith Restaurant;West 40s;8th Ave. & 48th St.;New York;NY;;;
B. Smith's;Hell's Kitchen;;New York;NY;;;
B. Smith's (Midtown);Midtown West;320 West 46th St;New York;NY;Southern;$$$;
B. Smith's Restaurant Row;Midtown West;320 West 46th St;New York;NY;Southern \ American Regional;$$$;(212-315-1100)
B. Smith's Restaurant Row;Theater District;;New York;NY;;;
B. Smith’s Restaurant;Only Not A Convicted Felon;Barbara Smith-a lifestyle guru who’s sort of like Martha Stewart;New York;NY;American Regional;;offers “global cuisine” at her relaxing restaurant....
B.B. King Blues Club & Grill;Times Square;;New York;NY;;;
B3 Resturant & Lounge (Closed);East Village;33 Avenue B at 3rd Street;New York;NY;American;;(212-614-9755)
BAEZ Deli;;45 East 1st Street;New York;NY;;;
BAMA Fish N Chips Inc;;1944 Amsterdam Avenue;New York;NY;;;
BB Sandwich Bar;Greenwich Village;;New York;NY;American;;(212-473-7500)
BB&R;;1720 2nd Ave-Btwn 89th & 90th St;New York;NY;;;
BB&R1720;;2nd Ave-;New York;NY;;;
BBQ;;27 West 72nd Street;New York;NY;;;
BBQ;Chelsea;261 8th Ave.;New York;NY;;;
BBQ;East 70s;1265 3rd Ave.;New York;NY;;;
BBQ;Washington Heights;3965 Broadway;New York;NY;;;
BBQ Chicken;East Village;;New York;NY;;;
BBQ Chicken & Beer (CLOSED);;232 7th Ave-Btwn 23rd & 24th St;New York;NY;;;
BBQ In Harlem (CLOSED);;19 St Nicholas Ave-;New York;NY;;;
BBQ Pit;;221 E 23rd St-Btwn 2nd & 3rd Ave;New York;NY;;;
BBQ Pit22;;1 E 23rd St-;New York;NY;;;
BBQ Restaurant;;21 University Pl;New York;NY;;;
BCD Tofu House;Midtown West;17 W 32nd St-between Fifth Ave and Broadway;New York;NY;Korean;;(212-967-1900)
BCS Sushi;;601 West 26th Street;New York;NY;;;
BED New York;;530 West 27;New York;NY;;;
BELLAVITAE;Greenwich Village;;New York;NY;;;
BEM Bolado;;2049 2nd Avenue Frnt;New York;NY;;;
BF&B Bar and Restaurant;;1061 1st Avenue;New York;NY;;;
BG;Midtown West;;New York;NY;Cafés;;(212-872-8977)
BG - Bergdorf Goodman;Midtown West;;New York;NY;Cafés;;(212-872-8977)
BG Restaurant;;754 5th Ave-At 57th St;New York;NY;;;
BG Restaurant;West 50s;754 5th Ave, 7th Fl,;New York;NY;;;
BICE Restaurant;;7 East 54th Street;New York;NY;;;
BLT Burger;Greenwich Village;;New York;NY;American;;(212-243-8226)
BLT Fish;Union Square;;New York;NY;;;
BLT Fish Bistro Laurent Tourondel;;111 East 22nd Street;New York;NY;;;
BLT Fish Bistro Laurent Tourondel;Chelsea;;New York;NY;Seafood;;(212-691-8888)
BLT Fish Bistro Laurent Tourondel;Flatiron;21 W 17th St;New York;NY;Seafood;$$;(212-691-8888)
BLT Fish Shack;;21 W 17th St-Btwn 5th & 6th Ave;New York;NY;;;
BLT Market;;1430 Avenue of the Americas;New York;NY;;;
BLT Market;At Central Park South;;New York;NY;(212-521-6125);;Midtown West
BLT Prime;Flatiron/u. Sq.;;New York;NY;;;
BLT Prime;Gramercy;111 East 22nd Street;New York;NY;American \ Steakhouses;$$$$;(212-995-8500)
BLT Prime Bistro Laurent Tourondel;Gramercy / Flatiron;;New York;NY;Steakhouses;;(212-995-8500)
BLT Steak, Bistro Laurent Tourondel;Midtown East;106 E 57th St;New York;NY;Steakhouse \ Steakhouses;$$$$$;(212-752-7470)
BLVD - Bowery Bistro;;199 Bowery-At Spring St;New York;NY;;;
BOI Restaurant Inc;;246 East 44th Street;New York;NY;;;
BONDST;East Village;;New York;NY;;;
BRGR;Chelsea;287 Seventh Ave-between 26th and 27th Sts;New York;NY;American;;(212-488-7500)
BUA Thai Cafe;;50 West Street;New York;NY;;;
BUEN Sabor;;1093 Saint Nicholas Avenue;New York;NY;;;
BWAY Grocery;;256 West 108th Street Apt 5W;New York;NY;;;
BXL Cafe;Midtown West;;New York;NY;Belgian;;(212-768-0200)
BXL East;;210 E 51st St-;New York;NY;;;
Baba;;53 Bayard Street;New York;NY;;;
Babalu Restaurant;;327 West 44th Street;New York;NY;;;
Babbo;W. Village;;New York;NY;;;
Babbo Ristorante e Enoteca;Greenwich Village;110 Waverly Pl;New York;NY;Italian;$$$$;(212-777-0303)
Babel Cafe;;131 Avenue Centre Frnt;New York;NY;;;
Bablos;;1584 2nd Ave;New York;NY;;;
Babouche;Soho;;New York;NY;;;
Babouche Park Slope;Park Slope;;New York;NY;;;
Babouche SoHo;Soho;92 Prince Street;New York;NY;Moroccan;;(212-219-8155)
Babu;;99 MacDougal Street, downstairs;New York;NY;;;
Baby Bo's Burritos;Murray Hill;;New York;NY;;;
Baby Bo's Cantina;;627 2nd Ave-Btwn 34th & 35th St;New York;NY;;;
Baby Buddha;;65 Carmine St-Btwn 7 Av S & Bedford St;New York;NY;;;
Baby Buddha;West Village;;New York;NY;;;
Baby Cakes;Lower East Side;248 Broome St-between Ludlow and Orchard Sts;New York;NY;Cafés & diners;;(212-677-5047)
Baby Jupiter;;170 Orchard St;New York;NY;;;
BabyCakes NYC;Lower East Side;248 Broome St.;New York;NY;;;
Babylon Restaurant;;76 Wooster St;New York;NY;;;
Bacaro;Lower East Side;;New York;NY;Italian;;(212-941-5060)
Bachue;;36 West 21st Street;New York;NY;;;
Baci Restaurant;;412 Amsterdam Ave;New York;NY;;;
Back Fence Bar;;155 Bleecker Street Frnt;New York;NY;;;
Back Forty;East Village;;New York;NY;American;;(212-388-1990)
Back Porch;;488 3rd Avenue;New York;NY;;;
Back Porch;Murray Hill;;New York;NY;;;
Back Stage;;807 Lexington Ave E;New York;NY;;;
Back Stage Eatery;;3 East 47th Street;New York;NY;;;
Backstage Delicatessen;;807 Lexington Ave-Btwn 62nd & 63rd St;New York;NY;;;
Baden Baden;;28 West 32nd Street;New York;NY;;;
Bagatelle;Meatpacking District;409 W 13th St-between Ninth Ave and Washington St;New York;NY;French;;(212-675-2400)
Bagel & Bean;;1710 Broadway-Btwn 54th & 55th St;New York;NY;;;
Bagel 54;;265 West 54th Street;New York;NY;;;
Bagel Basket;;618 Amsterdam Ave-At 90th St;New York;NY;;;
Bagel Bean;;1710 Broadway;New York;NY;;;
Bagel Bites Inc;;22 W 8th St;New York;NY;;;
Bagel Bob's;;1638 York Ave-At 86th St;New York;NY;;;
Bagel Buffet;;406 6th Ave-Btwn 8th & 9th St;New York;NY;;;
Bagel Buffet;West Village;;New York;NY;;;
Bagel Cafe;;850 8th Ave;New York;NY;;;
Bagel Deli Masters;;275 Church Street;New York;NY;;;
Bagel Express;;1804 2nd Ave-Btwn 93rd & 94th St;New York;NY;;;
Bagel Maven Cafe;;362 7th Ave-At 30th St;New York;NY;;;
Bagel Mill Cafe;;1461 3rd Avenue Frnt;New York;NY;;;
Bagel More;;331 Lexington Avenue;New York;NY;;;
Bagel Restaurant;;170 W 4th St;New York;NY;;;
Bagel Stix;;891 8th Avenue;New York;NY;;;
Bagel Talk;;368 Amsterdam Ave-Btwn 77th & 78th St;New York;NY;;;
Bagel Works;;1229 1st Ave-Btwn 66th & 67th St;New York;NY;;;
Bagelfeller's;;36 W 48th Street;New York;NY;;;
Bagels & Co.;;1428 York Ave-Btwn 75th & 76th St;New York;NY;;;
Bagels & More;;331 Lexington Ave-At 39th St;New York;NY;;;
Bagels & Much More;;70 Greenwich Ave-At 7th Ave & 11th St;New York;NY;;;
Bagels & Plus;;243 W 38th St-Btwn 7th & 8th Ave;New York;NY;;;
Bagels On The Square;;7 Carmine Street;New York;NY;;;
Baggot Inn;;82 West 3rd Street;New York;NY;;;
Bagicha;;;New York;NY;;;
Bagicha;Upper West Side;226 West 79th Street;New York;NY;Indian;;(212-362-1767)
Bagus Malaysia (CLOSED);;1 Doyers St-Btwn Bowery & Division St;New York;NY;;;
Bahamas Restaurant;;1490 Saint Nicholas Ave;New York;NY;;;
Bahar Food Corporation;;256 West 116th Street;New York;NY;;;
Baileys Pub;;1607 York Avenue;New York;NY;;;
