Name;Neighborhood;Address;Country;Country code;Type;Cost;1_country_code;1_cost
Chocolat Michel Cluizel;Gramercy/flatiron;;New York;NY;Cafés;;NY;
Chocolat Moderne;;;New York;NY;;;NY;
Chocolate Bar;East Village;;New York;NY;Cafés & diners;;NY;
Chocolate Bar (CLOSED);W. Village;;New York;NY;;;;
Chocolate Bar at Henri Bendel;Midtown West;;New York;NY;Cafés & diners;;NY;
Chocolate Haven;West Village;;New York;NY;Cafés & diners;;NY;
Choga;Greenwich Village;;New York;NY;;;;
Choi Jade Garden;;;New York;NY;;;NY;
Choice;;;New York;NY;;;NY;
Choice Grocery & Deli;;;New York;NY;;;NY;
Choice Kitchen Cocktails;;;New York;NY;;;NY;
Choice380;;;New York;NY;;;NY;
Chola;Midtown East;;New York;NY;Indian;$$;;
Chola Eclectic Indian Cuisine;Midtown East;;New York;NY;Indian;;NY;
Chola232 E;;;New York;NY;;;NY;
Chomp;East Village;;New York;NY;American;;NY;
Chomp250 E;;;New York;NY;;;NY;
Chop Stick House;;;New York;NY;;;NY;
Chop Suey;Midtown West;;New York;NY;;;;
Chop't;;;New York;NY;;;NY;
Chop't Creative Salad;;;New York;NY;;;NY;
Chop't Creative Salad CO;;;New York;NY;;;NY;
Chop't165 E;;;New York;NY;;;NY;
Chop't24 E;;;New York;NY;;;NY;
Chop't60 E;;;New York;NY;;;NY;
Chopstick House;;;New York;NY;;;NY;
Chopstick On First Av;;;New York;NY;;;NY;
Chopstick On First Ave;Flatiron/u. Sq.;;New York;NY;;;;
Chop’t;Midtown East;;New York;NY;Cafés;;NY;
Choshi;Flatiron/u. Sq.;;New York;NY;;;;
Choshi Japanese Restaurant;Gramercy;;New York;NY;;;;
Chosun Deli;;;New York;NY;;;NY;
Choux Factory;;;New York;NY;;;NY;
Chow Bar;Greenwich Village;;New York;NY;Japanese;$$;;
Chow GUI Ping;;;New York;NY;;;NY;
Chow Time Noodle N Grill;;;New York;NY;;;NY;
Christer's Restaurant;;;New York;NY;;;NY;
Christina's;;;New York;NY;;;NY;
Christine's;;;New York;NY;;;NY;
Christopher Golden Woks;;;New York;NY;;;NY;
Christopher Norman Chocolates;Financial/battery Pk;;New York;NY;;;;
Christopher St Food & Deli Corp;;;New York;NY;;;NY;
Christopher's Golden Woks;;;New York;NY;;;NY;
Christy William Internet Cafe;;;New York;NY;;;NY;
Chu Garden;;;New York;NY;;;NY;
Chubo;;;New York;NY;;;NY;
Chuen Mei Corp;;;New York;NY;;;NY;
Chul's Gourmet;;;New York;NY;;;NY;
Chumley's;;;New York;NY;;;NY;
Chun Fu;;;New York;NY;;;NY;
Chun Jee Inc;;;New York;NY;;;NY;
Chung LAN Gardens;;;New York;NY;;;NY;
Chung Lan Garden;;;New York;NY;;;NY;
Chung Moo Ro;;;New York;NY;;;NY;
Chung Wah Restaurant;;;New York;NY;;;NY;
Chung Yung Tsuang Inc;;;New York;NY;;;NY;
Church & Dey;Lower Manhattan;;New York;NY;;;;
Church & Dey-Restaurant;;;New York;NY;;;NY;
Church Lounge;;;New York;NY;;;NY;
Church Lounge @ Tribeca Grand Hotel;Tribeca - Downtown;;New York;NY;;;;
Churchill's;Upper E. Side;;New York;NY;;;;
Churrascaria Plantation;;;New York;NY;;;NY;
Churrascaria Plataforma;Hell's Kitchen;;New York;NY;;;;
Churrascaria Plataforma Tribeca;Tribeca/soho;;New York;NY;;;;
Churrascaria Riodizio Tribeca;;;New York;NY;;;NY;
Churrascaria Tribeca;Tribeca;;New York;NY;;;;
Churrascarria Plataforma;Tribeca;;New York;NY;Brazilian;;NY;
Chutney Mary;;;New York;NY;;;NY;
Ciao;Greenwich Village;;New York;NY;Italian;;NY;
Ciao Bella Cafe;;;New York;NY;;;NY;
Ciao Bella Gelateria;;;New York;NY;;;NY;
Ciao Bella Gelato;;;New York;NY;;;NY;
Ciao Bella Pizzeria;;;New York;NY;;;NY;
Ciao Europa;;;New York;NY;;;NY;
Ciao For Now;;;New York;NY;;;NY;
Ciao Soho;Soho;;New York;NY;Italian;;NY;
Ciao West;;;New York;NY;;;NY;
Ciao for Now;East Village;;New York;NY;Cafés;;NY;
CiaoBella;Upper East Side;;New York;NY;Italian;;NY;
Ciaobella;Upper East Side;;New York;NY;;;;
Ciaobella Ristorante Lounge;Upper East Side;;New York;NY;Italian;;NY;
Cibao Restaurant;;;New York;NY;;;NY;
Cibar;;;New York;NY;;;NY;
Cibo;;;New York;NY;;;NY;
Ciccio & Tonis Ii;;;New York;NY;;;NY;
Ciccio & Tony's East;Murray Hill;;New York;NY;;;;
Cielito Lindo Restaurant;;;New York;NY;;;NY;
Cielo Azteca;;;New York;NY;;;NY;
Cigar Room at Trumpets;;;New York;NY;;;NY;
Cilantro;Upper E. Side;;New York;NY;Southwestern;$;;
Cima;;;New York;NY;;;NY;
Cinco de Mayo;;;New York;NY;;;NY;
Cinderella Falafel;;;New York;NY;;;NY;
Cindy Lou Restaurant;;;New York;NY;;;NY;
Cindys Hideaway Bar & Rstrnt;;;New York;NY;;;NY;
Cinecitta Cafe;;;New York;NY;;;NY;
Cinema;;;New York;NY;;;NY;
Cinema - The Brasserie;Midtown East;;New York;NY;;;;
Cinema Cafe 60th St;;;New York;NY;;;NY;
Cinema Cafe On 34th;;;New York;NY;;;;
Cinema Cafe On 45th;;;New York;NY;;;NY;
Cinema Cafe On 70th;;;New York;NY;;;NY;
Cinema Café;Upper East Side;;New York;NY;;;;
Cinema Diner;Murray Hill;;New York;NY;;;;
Cinema Restaurant;;;New York;NY;;;NY;
Cinema at;;;New York;NY;;;NY;
Cinema2 E;;;New York;NY;;;NY;
Cinnabon;;;New York;NY;;;NY;
Cinque Terre;;;New York;NY;;;NY;
Cipolla Rossa;Upper East Side;;New York;NY;;;;
Cipriani;;;New York;NY;;;NY;
Cipriani 42nd Street;;;New York;NY;;;NY;
Cipriani At 55 Wall;Financial District;;New York;NY;Italian;;NY;
Cipriani Dolci;At 42nd St;;New York;NY;(212-973-0999);;NY;
Cipriani Downtown;;;New York;NY;;;NY;
Cipriani Le Specialita;Midtown East;;New York;NY;;;;
Cipriani Wall Street;;;New York;NY;;;NY;
Circa NY;;;New York;NY;;;NY;
Circa by Dey;;;New York;NY;;;NY;
Circa-NY;;;New York;NY;;;NY;
Circle Industries Corp;;;New York;NY;;;NY;
Circo Restaurant Inc;;;New York;NY;;;NY;
Circus;Midtown East;;New York;NY;;;;
Circus Restaurant;;;New York;NY;;;NY;
Circus132 E;;;New York;NY;;;NY;
Cirella Sal;;;New York;NY;;;NY;
Ciro Trattoria;;;New York;NY;;;NY;
Citarella;;;New York;NY;;;NY;
Cite Grille;;;New York;NY;;;NY;
Citi Deli & Grocery Inc;;;New York;NY;;;NY;
Citron 47;;;New York;NY;;;NY;
Citrus;Upper West Side;;New York;NY;Asian;$$;;
Citrus Bar & Grill;Upper W. Side;;New York;NY;Asian;$$;;
Citrus Bar and Grill;Upper West Side;;New York;NY;Asian;$$;;
City;;;New York;NY;;;NY;
City Bakery;Chelsea;;New York;NY;Cafés & diners;;NY;
City Bite;;;New York;NY;;;NY;
City Burger;Midtown West;;New York;NY;American;$$;;
City Cafe;;;New York;NY;;;NY;
City Chow # 2 LLC;;;New York;NY;;;NY;
City Chow Cafe;;;New York;NY;;;NY;
City Crab & Seafood;Lower East Side;;New York;NY;Seafood;$$$;;
City Crab & Seafood Co;Flatiron/u. Sq.;;New York;NY;;;;
City Crab & Seafood Co.;;;New York;NY;;;NY;
City Crab & Seafood Company;Gramercy / Flatiron;;New York;NY;;;;
City Diner;;;New York;NY;;;NY;
City Dragon Corporation;;;New York;NY;;;NY;
City Food Bar;;;New York;NY;;;NY;
City Food Deli & Market;;;New York;NY;;;NY;
City Garden Express Restaurant Inc;;;New York;NY;;;NY;
City Girl Cafe;Soho;;New York;NY;Cafés & diners;;NY;
City Girl Café;Soho;;New York;NY;;;;
City Gourmet;;;New York;NY;;;NY;
City Grill;;;New York;NY;;;NY;
City Hall;Tribeca - Downtown;;New York;NY;Seafood;$$$;;
City Hall Restaurant;Tribeca;;New York;NY;Seafood;$$$;;
City Hall the Restaurant;;;New York;NY;;;NY;
City Light Diner;;;New York;NY;;;NY;
City Lobster & Crab CO;;;New York;NY;;;NY;
City Lobster & Crab Co.;;;New York;NY;;;NY;
City Lobster & Crab Company;Times Square;;New York;NY;;;;
City Lobster & Steakhouse;;;New York;NY;;;NY;
City Lobster and Crab Company;Midtown West;;New York;NY;;;;
City Market Cafe;;;New York;NY;;;NY;
City Perk;;;New York;NY;;;NY;
City Pie;;;New York;NY;;;NY;
City Slickers;;;New York;NY;;;NY;
City Winery;;;New York;NY;;;NY;
City75 Market Restaurant;;;New York;NY;;;NY;
Ckl Co;;;New York;NY;;;NY;
Clancy's;;;New York;NY;;;NY;
Classic Burrito;;;New York;NY;;;NY;
Classic Coffee Shop;;;New York;NY;;;NY;
Classic Pizzeria;;;New York;NY;;;NY;
Classico;;;New York;NY;;;NY;
Claudio Pizzeria;;;New York;NY;;;NY;
Clay Oven;;;New York;NY;;;NY;
Clay Restaurant;;;New York;NY;;;NY;
Clayee Restaurant;;;New York;NY;;;NY;
Clementine;;;New York;NY;;;NY;
Cleopatra Cafe (CLOSED);;;New York;NY;;;NY;
Cleopatra's Needle;;;New York;NY;;;NY;
Cleopatra's Needle Restaurant;Upper W. Side;;New York;NY;;;;
Clinton Restaurant;;;New York;NY;;;NY;
Clinton St;;;New York;NY;;;NY;
Clinton St. Baking Co. & Restaurant;Lower East Side;;New York;NY;;;;
Clinton St. Baking Company;Lower East Side;;New York;NY;;;NY;
Clinton St. Pizza;;;New York;NY;;;NY;
Clinton Street Baking Company;Lower East Side;;New York;NY;Cafés & diners;;NY;
Clo Wine Bar;;;New York;NY;;;NY;
Cloister Cafe;;;New York;NY;;;NY;
Cloisters Restaurant Pizza;;;New York;NY;;;NY;
Clover Deli;;;New York;NY;;;NY;
Clownee Bistro & Bar;;;New York;NY;;;NY;
Club;;;New York;NY;;;NY;
Club 44;;;New York;NY;;;NY;
Club 58;;;New York;NY;;;NY;
Club A Steak House;;;New York;NY;;;NY;
Club A Steakhouse;Midtown East;;New York;NY;;;;
Club Bar & Grill;;;New York;NY;;;NY;
Club Cafe;;;New York;NY;;;NY;
Club Enclare;;;New York;NY;;;NY;
Club Macanudo;;;New York;NY;;;NY;
Club Metropolitan Tower Inc;;;New York;NY;;;NY;
Club Saikai;;;New York;NY;;;NY;
Club21 W;;;New York;NY;;;NY;
Clubhouse Cafe;Midtown West;;New York;NY;;;;
Co.;;;New York;NY;;;;
Co. (Company);;;New York;NY;;;NY;
Coastal At Lincoln Plaza;;;New York;NY;;;NY;
Cocktail Terrace;Midtown East;;New York;NY;;;;
Coco Gourmet Deli;;;New York;NY;;;NY;
Coco Japanese Restaurant;;;New York;NY;;;NY;
Coco Marina;;;New York;NY;;;NY;
Coco Pazzo;;;New York;NY;;;NY;
Coco Roco;Park Slope;;New York;NY;;;;
Cocoa Bar;Lower East Side;;New York;NY;Cafés & diners;;NY;
Coconut Grill;;;New York;NY;;;NY;
Cody's Bar & Grill;;;New York;NY;;;NY;
Coffee & Desserts (Show All);;;New York;NY;;;NY;
Coffee Craze Ny;;;New York;NY;;;NY;
Coffee Shop;Flatiron/u. Sq.;;New York;NY;;;;
Col Legno;E. Village;;New York;NY;;;;
Col Legno Restaurant;East Village;;New York;NY;Italian;;NY;
Cola's;;;New York;NY;;;NY;
Cola's148;;;New York;NY;;;NY;
Colas;;;New York;NY;;;NY;
Colbeh;;;New York;NY;;;NY;
Colbeh Restaurant;Midtown West;;New York;NY;;;;
Colbeh43 W;;;New York;NY;;;NY;
Cold Cut House Inc;;;New York;NY;;;NY;
Cold Stone Creamery (CLOSED);;;New York;NY;;;NY;
Coldwaters Restaurant;;;New York;NY;;;NY;
Coleman's Deli;;;New York;NY;;;NY;
Colleen's Deli (CLOSED);;;New York;NY;;;NY;
College Board;;;New York;NY;;;NY;
Colley Group;;;New York;NY;;;NY;
Colluck Food;;;New York;NY;;;NY;
Colors;E. Village;;New York;NY;International;$$$;;
Colosseo Romano Restaurant Pizzeria Inc;;;New York;NY;;;NY;
Coluck;;;New York;NY;;;NY;
Columbia Bagels;;;New York;NY;;;NY;
Columbia Cottage;;;New York;NY;;;NY;
Columbine;Tribeca;;New York;NY;American;;NY;
Columbus Bakery;;;New York;NY;;;;
Columbus Cafe;;;New York;NY;;;NY;
Columbus Gourmet Food;;;New York;NY;;;NY;
Columbus Sandwiches;;;New York;NY;;;NY;
Comfort Diner;;;New York;NY;;;NY;
Comix Comedy Night Club;Meatpacking District;;New York;NY;American;;NY;
Comix353 W;;;New York;NY;;;NY;
Commerce;Greenwich Village;;New York;NY;;;;
Commodities Natural Market;East Village;;New York;NY;Food or Beverage Shop;;NY;
Commodore Grill;;;New York;NY;;;NY;
Common Ground;;;New York;NY;;;NY;
Common Market Cafe;;;New York;NY;;;NY;
Commonwealth Grill & Brewery;;;New York;NY;;;NY;
Community Bar & Grill;;;New York;NY;;;NY;
Community Food & Juice;Morningside Hts;;New York;NY;;;;
Commuters Cafe & Lounge;;;New York;NY;;;NY;
Commuters Cafe Inc;;;New York;NY;;;NY;
Como Pizza;;;New York;NY;;;NY;
Compass;Upper W. Side;;New York;NY;American;$$$;;
Compass Restaurant - New York;Upper West Side;;New York;NY;American;$$$;;
Compass Restaurant New York;Upper West Side;;New York;NY;American Creative;;NY;
Compass20;;;New York;NY;;;NY;
Conca Doro Pizza Restaurant;;;New York;NY;;;NY;
Concord Garden;;;New York;NY;;;NY;
Concord Garden Restaurant;;;New York;NY;;;NY;
Concorde Cafe;;;New York;NY;;;NY;
Concrete Tapas Bar & Lounge;;;New York;NY;;;;
Concrete Tapas Lounge;;;New York;NY;;;NY;
Condotti;;;New York;NY;;;NY;
Cones;W. Village;;New York;NY;;;;
Cones: Ice Cream Artisans;;;New York;NY;;;NY;
Confetti Pasta Inc;;;New York;NY;;;NY;
Cong Ly;Lower East Side;;New York;NY;Vietnamese;;NY;
Cong Ly Restaurant;;;New York;NY;;;NY;
Congee;Chinatown;;New York;NY;;;;
Congee Bowery;;;New York;NY;;;NY;
Congee Restaurant;Lower East Side;;New York;NY;;;;
Congee Village;Lower E. Side;;New York;NY;;;;
Congee Village Inc;;;New York;NY;;;NY;
Connecticut Muffin;;;New York;NY;;;NY;
Connolly Bar & Restaurant;;;New York;NY;;;NY;
Connolly's;;;New York;NY;;;NY;
Connolly's Pub & Restaurant;;;New York;NY;;;NY;
Conservatory;;;New York;NY;;;NY;
Conservatory Restaurant;Midtown West;;New York;NY;;;;
Constantin Cafe;;;New York;NY;;;NY;
Continental Divide;;;New York;NY;;;NY;
Contrapunto Restaurant;;;New York;NY;;;NY;
Convivio;Midtown East;;New York;NY;Italian;$$$$$;;
Convivium Osteria;Park Slope;;New York;NY;;;;
Coogan's;;;New York;NY;;;NY;
Coogan's Restaurant;Wash Hts/inwood;;New York;NY;;;;
Cooke's Corner;;;New York;NY;;;NY;
Cookie Island;;;New York;NY;;;NY;
Cookout Grill;West Village;;New York;NY;;;NY;
Cookshop;Chelsea;;New York;NY;American;$$$$;;
Cool Breeze;;;New York;NY;;;NY;
Cooper 35;;;New York;NY;;;NY;
Cooper Square Restaurant;;;New York;NY;;;NY;
Cooper's Tavern;;;New York;NY;;;NY;
Coopertown Diner;;;New York;NY;;;NY;
Cooper’s Tavern;Midtown West;;New York;NY;American;;NY;
Copa Cabana;;;New York;NY;;;NY;
Copeland Country Kitchen;;;New York;NY;;;NY;
Copeland’s (CLOSED);Harlem;;New York;NY;American Regional;;NY;
Copeland’s Cafeteria (CLOSED);Columbia University–city College;;New York;NY;American Regional;;NY;
Copper Chimney;Gramercy;;New York;NY;;;;
Copper Door Tavern;;;New York;NY;;;NY;
Coppersmith's;;;New York;NY;;;NY;
Coppi432 E;;;New York;NY;;;NY;
Coppola's;;;New York;NY;;;NY;
Coppola's East;Gramercy;;New York;NY;;;;
Coppola's Pizzeria Restaurant;Upper W. Side;;New York;NY;Italian;$$;;
Coppolas Pizzeria Restaurant;Upper West Side;;New York;NY;Italian;;NY;
Coral;;;New York;NY;;;NY;
Corbet & Conley;;;New York;NY;;;NY;
Corbet & Conley LTD;;;New York;NY;;;NY;
Cordato's;;;New York;NY;;;NY;
Cordato's New York;;;New York;NY;;;NY;
Cordatos Deli & Bar;Lower Manhattan;;New York;NY;;;;
Core One Nine One;Lower East Side;;New York;NY;American Creative;;NY;
Core One Nine One (CLOSED);Lower East Side;;New York;NY;;;;
Corfu Diner;Chelsea;;New York;NY;;;;
Corinell Delicatessen Inc;;;New York;NY;;;NY;
Corio;Soho;;New York;NY;;;;
Cork & Fin;Upper East Side;;New York;NY;Seafood;;NY;
Cork and Fin;Upper East Side;;New York;NY;;;;
Cornelia Street Cafe;Greenwich Village;;New York;NY;American;$$$;;
Cornelia Street Café;Greenwich Village;;New York;NY;American;;NY;
Corner Bistro;Greenwich Village;;New York;NY;;;;
Corner Cafe & Bakery;;;New York;NY;;;NY;
Corner Gourmet II;;;New York;NY;;;NY;
Corner Shop;Greenwich Village;;New York;NY;;;NY;
Corner Shop Cafe;East Village;;New York;NY;;;;
Cornerstone Grill;;;New York;NY;;;NY;
Cornerstone Tavern;;;New York;NY;;;NY;
Corniche Gourmet;;;New York;NY;;;NY;
Cornucopia Inc;;;New York;NY;;;NY;
Cornucopia On Park Ave;Murray Hill;;New York;NY;;;;
Cornucopiaon Park Avenue;;;New York;NY;;;NY;
Corona Grocery & Deli;;;New York;NY;;;NY;
Corrado;;;New York;NY;;;NY;
Corrado Bakery & Gramercy Cafe;;;New York;NY;;;NY;
Corrado Bread & Pastry;Upper East Side;;New York;NY;Food or Beverage Shop;;NY;
Corrado Cafe;;;New York;NY;;;NY;
Corrado Cafe 68;;;New York;NY;;;NY;
Corrado Restaurant and Bakery;Flatiron/u. Sq.;;New York;NY;;;;
Corrado96;;;New York;NY;;;NY;
Cortina;;;New York;NY;;;NY;
Cortina14;;;New York;NY;;;NY;
Corton;Tribeca;;New York;NY;;;;
Cosette;Midtown East;;New York;NY;;;;
Cosette16;;;New York;NY;;;NY;
Cosi;;;New York;NY;;;NY;
Cosi Sandwich Bar Inc;;;New York;NY;;;NY;
Cosi Sandwich Bar Incorporated;;;New York;NY;;;NY;
Cosi11 W;;;New York;NY;;;NY;
Cosi38 E;;;New York;NY;;;NY;
Cosi60 E;;;New York;NY;;;NY;
Cosi61 W;;;New York;NY;;;NY;
Cosmic Cantina;;;New York;NY;;;NY;
Cosmic Coffee Shop;;;New York;NY;;;NY;
Cosmic Diner;;;New York;NY;;;NY;
Cosmic Diner @;;;New York;NY;;;NY;
Cosmic Restaurant;;;New York;NY;;;NY;
Cosmo Creperie;;;New York;NY;;;NY;
Cosmo Daily News;;;New York;NY;;;NY;
Cosmopolitan Café;Tribeca;;New York;NY;;;;
Cosmos Diner;;;New York;NY;;;NY;
Cosmos Restaurant;;;New York;NY;;;NY;
Costa Azzurra Restaurant Inc;;;New York;NY;;;NY;
Costa Del Sol Restaurant;;;New York;NY;;;NY;
Costa El Sol;;;New York;NY;;;NY;
Cosí;;;New York;NY;;;NY;
Cotan Restaurant;;;New York;NY;;;NY;
Cote Sud Restaurant;;;New York;NY;;;NY;
Cottage;;;New York;NY;;;NY;
Cottage East;;;New York;NY;;;NY;
Cottage Noodle Shop;;;New York;NY;;;NY;
Cottage Restaurant;;;New York;NY;;;NY;
Counter;E. Village;;New York;NY;Vegetarian;$$;;
Counter10;;;New York;NY;;;NY;
Country;Flatiron/u. Sq.;;New York;NY;;;;
Country Cafe;;;New York;NY;;;NY;
Country Café;Soho;;New York;NY;French;;NY;
Country Club;;;New York;NY;;;NY;
Country Home Cafe;;;New York;NY;;;NY;
Courtney Restaurant;;;New York;NY;;;NY;
Cove Diner;;;New York;NY;;;NY;
Cove Restaurant;Lower Manhattan;;New York;NY;;;;
Covo;Harlem;;New York;NY;Italian;;NY;
Covo701 W;;;New York;NY;;;NY;
Cowgirl;Greenwich Village;;New York;NY;;;;
Cowgirl Hall Of Fame;West Village;;New York;NY;American Regional;;NY;
Cowgirl Hall of Fame;W. Village;;New York;NY;Southwestern;$;;
Cowgirl51;;;New York;NY;;;NY;
Coyi Cafe;;;New York;NY;;;NY;
Coyote Ugly;;;New York;NY;;;NY;
Cozy Cafe;;;New York;NY;;;NY;
Cozy Corner Deli;;;New York;NY;;;NY;
Cozy Soup & Burger;;;New York;NY;;;NY;
Cozy Soup & Burger Inc;E. Village;;New York;NY;;;;
Cozy Soup 'n Burger;West Village;;New York;NY;;;;
Cozy Soup 'n' Burger;;;New York;NY;;;NY;
Crab House Seafood Restaurant;;;New York;NY;;;NY;
Craft;Flatiron;;New York;NY;American;$$$;;
Craft Restaurant;Gramercy/flatiron;;New York;NY;American;;NY;
Craft43 E;;;New York;NY;;;NY;
Craftbar;Flatiron/u. Sq.;;New York;NY;American;$$$;;
Craftsteak;Chelsea;;New York;NY;Steakhouse;$$$$$;;
Cranberry Deli;;;New York;NY;;;NY;
Crave Ceviche Bar;Midtown East;;New York;NY;Peruvian;;NY;
Crave Ceviche and Wine Bar (CLOSED);Midtown East;;New York;NY;;;;
Crave on 42nd;West 40s;;New York;NY;American;;NY;
Crave on 42nd Street;Midtown West;;New York;NY;;;;
Crazy Bananas;;;New York;NY;;;NY;
Crazy Horse Too;;;New York;NY;;;NY;
Crazy Nanny's;;;New York;NY;;;NY;
Creator U.S.A.;;;New York;NY;;;NY;
Crema;Chelsea;;New York;NY;Mexican;$$$;;
Crema Restaurante;Chelsea;;New York;NY;Mexican;;NY;
Crema111 W;;;New York;NY;;;NY;
Cremcaffe;;;New York;NY;;;NY;
Cremetago;;;New York;NY;;;NY;
Creole;East Harlem;;New York;NY;American Regional;;NY;
Creole216;;;New York;NY;;;NY;
Crepe Creations;;;New York;NY;;;NY;
Crepe Mania;;;New York;NY;;;NY;
Creperie;;;New York;NY;;;NY;
Creperie Cafe;;;New York;NY;;;NY;
Crepes To Go;;;New York;NY;;;NY;
Crepes on Columbus;;;New York;NY;;;NY;
Crestanello;;;New York;NY;;;NY;
Crif Dogs;E. Village;;New York;NY;;;;
Crisp;;;New York;NY;;;NY;
Crisp684;;;New York;NY;;;NY;
Crispo;Chelsea;;New York;NY;;;;
Crispo240 W;;;New York;NY;;;NY;
Crispy Bamboo Village;;;New York;NY;;;NY;
Crispy Pizza;;;New York;NY;;;NY;
Crocodile Lounge;;;New York;NY;;;NY;
Cronies Restaurant;;;New York;NY;;;NY;
Cronkite Pizzeria and Wine Bar (CLOSED);Lower East Side;;New York;NY;Italian: Pizza;;NY;
Crooked Knife;Murray Hill;;New York;NY;British;$$;;
Crooked Tree;;;New York;NY;;;NY;
Crosby Connection;;;New York;NY;;;NY;
Crosby at Parisi Bakery;;;New York;NY;;;NY;
Croton Reservoir Tavern;;;New York;NY;;;NY;
Crowe's Nest;;;New York;NY;;;NY;
Crowe's Nest Bar & Restaurant;;;New York;NY;;;NY;
Crown Chicken Restaurant;;;New York;NY;;;NY;
Crown Fried Chicken;;;New York;NY;;;NY;
Crown Gourmet;;;New York;NY;;;NY;
Crown Palace;;;New York;NY;;;NY;
Crown Wines & Liquors;Upper East Side;;New York;NY;Food or Beverage Shop;;NY;
Crowne Plaza;Murray Hill;;New York;NY;;;;
Croxley Ales;;;New York;NY;;;NY;
Cru;Greenwich Village;;New York;NY;Mediterranean;$$$$;;
Cru Restaurant;;;New York;NY;;;NY;
Crudo;;;New York;NY;;;NY;
Crumbs;;;New York;NY;;;NY;
Crumbs Bake Shop;;;New York;NY;;;;
Crumbs Bakeshop;Greenwich Village;;New York;NY;Cafés;;NY;
Crumbs137;;;New York;NY;;;NY;
Crumbs37 E;;;New York;NY;;;NY;
Crumbs43 W;;;New York;NY;;;NY;
Crystal Cafe;;;New York;NY;;;NY;
Crystal Fountain;;;New York;NY;;;NY;
Crystal Kitchen;;;New York;NY;;;NY;
Crêpe Mania;Murray Hill/kips Bay;;New York;NY;;;;
Cub Room;Soho;;New York;NY;American;;NY;
Cub Room Cafe;Soho;;New York;NY;;;;
Cub Room Café;Soho;;New York;NY;American;;NY;
Cub Room Reservations & Information;;;New York;NY;;;NY;
Cuba;Greenwich Village;;New York;NY;Cuban;$$;;
Cuba Cafe;Chelsea;;New York;NY;Cuban;$;;
Cubana Cafe;Greenwich Village;;New York;NY;Cuban;$;;
Cubana Café;0;;New York;NY;;;;
Cube;;;New York;NY;;;NY;
Cube 63;Lower East Side;;New York;NY;Japanese;$$;;
Cube Steak House;;;New York;NY;;;NY;
Cucina & Co.;;;New York;NY;;;NY;
Cucina & Company;;;New York;NY;;;NY;
Cucina & Company at Rockefeller Plaza;;;New York;NY;;;NY;
Cucina & Company — The Cellar At Macy's;Midtown West;;New York;NY;;;;
Cucina Bene;;;New York;NY;;;NY;
Cucina Della Fontana Rest;;;New York;NY;;;NY;
Cucina Di Pesce;;;New York;NY;;;NY;
Cucina Gourmet;;;New York;NY;;;NY;
Cucina Regionale Italiana;;;New York;NY;;;NY;
Cucina Stagionale;W. Village;;New York;NY;;;;
Cucina Stagionale Restaurant;;;New York;NY;;;NY;
Cucina Vivolo;;;New York;NY;;;NY;
Cucina de Pesce;Greenwich Village;;New York;NY;;;NY;
Cucina di Pesce;E. Village;;New York;NY;;;;
Cuisine of Pakistan;Garment District;;New York;NY;;;NY;
Cullen Restaurant;;;New York;NY;;;NY;
Cup;;;New York;NY;;;NY;
Cup & Saucer;;;New York;NY;;;NY;
Cupcake Cafe;Midtown West;;New York;NY;;;;
Cupcake Café;;;New York;NY;;;NY;
Cupping Room Cafe;;;New York;NY;;;NY;
Cupping Room Cafe Inc;;;New York;NY;;;NY;
Cupping Room Village;West Village;;New York;NY;American;;NY;
Curly's Vegetarian Lunch;East Village;;New York;NY;;;;
Curry & Curry India Restaurant;Midtown East;;New York;NY;Indian;;NY;
Curry & Kabab;;;New York;NY;;;NY;
Curry Curry Inc;W. Village;;New York;NY;;;;
Curry Dream;;;New York;NY;;;NY;
Curry Express;;;New York;NY;;;NY;
Curry In A Hurry;;;New York;NY;;;NY;
Curry Leaf;Flatiron/u. Sq.;;New York;NY;;;;
Curry Mahal Indian Restaurant;;;New York;NY;;;NY;
Curry in a Hurry;Gramercy/flatiron;;New York;NY;Indian;;NY;
Curry-Ya;;;New York;NY;;;;
Custard Beach;;;New York;NY;;;NY;
Custom Cakes;;;New York;NY;;;NY;
Cutting Room;;;New York;NY;;;NY;
Cyclo Restaurant;East Village;;New York;NY;Vietnamese;;NY;
Cyprus Evans;;;New York;NY;;;NY;
D;;;New York;NY;;;NY;
D & J Seventy-first Food;;;New York;NY;;;NY;
D & Z Corp;;;New York;NY;;;NY;
D J & E Restaurant;;;New York;NY;;;NY;
D J Restaurant;;;New York;NY;;;NY;
D J Reynolds;;;New York;NY;;;NY;
D J Reynolds Restaurant;Midtown West;;New York;NY;;;;
D and S Pizza;;;New York;NY;;;NY;
D&S Market Place;;;New York;NY;;;NY;
D'Aituo;;;New York;NY;;;NY;
D'Aiuto's Pastry Corp;West 50s;;New York;NY;;;NY;
D'Aiuto's Pastry Corporation;;;New York;NY;;;NY;
D'Artagnan Rotisserie;;;New York;NY;;;NY;
D'Vinci's Restaurant;;;New York;NY;;;NY;
D.J. Reynolds;;;New York;NY;;;NY;
D.M.E.'s Southern Style Food;;;New York;NY;;;NY;
D6 (Dublin;;;New York;NY;;;NY;
DB Bistro Moderne;Midtown West;;New York;NY;;;;
DJ Cafe;;;New York;NY;;;NY;
DPA Wondee Siam;;;New York;NY;;;NY;
DT UT;;;New York;NY;;;NY;
Da Andrea;;;New York;NY;;;NY;
